GEOCODE,ID,COD_SET_ZO,COD_QDR_ZO,COD_LOG_ZO,COD_CNDM_Z,COD_LOTE_Z,SGL_SUBP_E,SGL_DSTR_E,COD_TSTD_Z,IND_VRFC_E,IND_EXCL_I,SGL_ZONA_0,COD_PRMR_0,SGL_LNDR_0,COD_TIP_LE,COD_LEGC_0,ANO_LEGC_0,IND_ADCA_C,SGL_ZONA_1,COD_PRMR_1,SGL_LNDR_1,COD_TIP__1,COD_LEGC_1,ANO_LEGC_1,SGL_ZONA_2,COD_PRMR_2,SGL_LNDR_2,COD_TIP__2,COD_LEGC_2,ANO_LEGC_2,SGL_ZONA_3,COD_PRMR_3,SGL_LNDR_3,COD_TIP__3,COD_LEGC_3,ANO_LEGC_3,SGL_ZONA_4,COD_PRMR_4,SGL_LNDR_4,COD_TIP__4,COD_LEGC_4,ANO_LEGC_4,SGL_ZONA_5,COD_PRMR_5,SGL_LNDR_5,COD_TIP__5,COD_LEGC_5,ANO_LEGC_5,COD_AREA_C,COD_AREA_L,COD_END_LO,COD_NUM_PO,COD_SIT,VALOR_MET_,VALOR_ME_1,NUM_PAV,SGL_ZON_UR,ANO_CONST,IND_EXCL_O,TXT_OBS_01,NOME_CID_E,NOME_EST_E,NOME_PAIS_,REG_LIM_AD,COD_QUAD,COD_ANO,Lat_Y_,Long_X_
"TRAVESSA LUNARDO, , SAO PAULO, SAO PAULO - BRASIL","252060459151000007","252","060","4591","00","0007",SM,SRA,"2",S,S,ZEIS-1,"0",,,"0","0",S,QA,"10",,L,"16402","2016",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",185.00,127.00,TRAVESSA LUNARDO,,,0.00,,,U,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,SEGUNDO QUADRIMESTRE,"2021","-23,6338754","-46,4557989"
"TRAVESSA LUNARDO, 25, SAO PAULO, SAO PAULO - BRASIL","252060459151000010","252","060","4591","00","0010",SM,SRA,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"10",,L,"16402","2016",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",160.00,81.00,TRAVESSA LUNARDO,"25",,0.00,,,U,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,SEGUNDO QUADRIMESTRE,"2021","-23,6340902","-46,455952"
"TRAVESSA LUNARDO, , SAO PAULO, SAO PAULO - BRASIL","252060459151000009","252","060","4591","00","0009",SM,SRA,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"10",,L,"16402","2016",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",76.00,79.00,TRAVESSA LUNARDO,,,0.00,,,U,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,SEGUNDO QUADRIMESTRE,"2021","-23,6338754","-46,4557989"
"TRAVESSA LUNARDO, , SAO PAULO, SAO PAULO - BRASIL","252060459151000012","252","060","4591","00","0012",SM,SRA,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"10",,L,"16402","2016",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",115.00,130.00,TRAVESSA LUNARDO,,,0.00,,,U,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,SEGUNDO QUADRIMESTRE,"2021","-23,6338754","-46,4557989"
"TRAVESSA LUNARDO, 31, SAO PAULO, SAO PAULO - BRASIL","252060459151000011","252","060","4591","00","0011",SM,SRA,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"10",,L,"16402","2016",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",76.00,76.00,TRAVESSA LUNARDO,"31",,0.00,,,U,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,SEGUNDO QUADRIMESTRE,"2021","-23,6339854","-46,4559317"
"TRAVESSA HIDROSFERA, 100, SAO PAULO, SAO PAULO - BRASIL","252045459127000032","252","045","4591","00","0032",SM,SRA,"2",S,S,ZEIS-1,"0",,,"0","0",S,QA,"10",,L,"16402","2016",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",100.00,103.00,TRAVESSA HIDROSFERA,"100",,0.00,,,U,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,SEGUNDO QUADRIMESTRE,"2021","-23,6313229","-46,455301"
"TRAVESSA HIDROSFERA, 14, SAO PAULO, SAO PAULO - BRASIL","252045459127000031","252","045","4591","00","0031",SM,SRA,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"10",,L,"16402","2016",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",100.00,76.00,TRAVESSA HIDROSFERA,"14",,0.00,,,U,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,SEGUNDO QUADRIMESTRE,"2021","-23,6313581","-46,4560749"
"TRAVESSA ROSA PERFUMADA, 48, SAO PAULO, SAO PAULO - BRASIL","252030459119000023","252","030","4591","00","0023",SM,SRA,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"10",,L,"16402","2016",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",90.00,75.00,TRAVESSA ROSA PERFUMADA,"48",,0.00,,,U,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,SEGUNDO QUADRIMESTRE,"2021","-23,6317101","-46,4549557"
"TRAVESSA ROSA PERFUMADA, 52, SAO PAULO, SAO PAULO - BRASIL","252030459119000022","252","030","4591","00","0022",SM,SRA,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"10",,L,"16402","2016",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",110.00,80.00,TRAVESSA ROSA PERFUMADA,"52",,0.00,,,U,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,SEGUNDO QUADRIMESTRE,"2021","-23,6317263","-46,4548787"
"TRAVESSA ROSA PERFUMADA, 38, SAO PAULO, SAO PAULO - BRASIL","252030459119000025","252","030","4591","00","0025",SM,SRA,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"10",,L,"16402","2016",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",140.00,106.00,TRAVESSA ROSA PERFUMADA,"38",,0.00,,,U,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,SEGUNDO QUADRIMESTRE,"2021","-23,6315968","-46,454877"
"TRAVESSA ROSA PERFUMADA, 42, SAO PAULO, SAO PAULO - BRASIL","252030459119000024","252","030","4591","00","0024",SM,SRA,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"10",,L,"16402","2016",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",130.00,103.00,TRAVESSA ROSA PERFUMADA,"42",,0.00,,,U,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,SEGUNDO QUADRIMESTRE,"2021","-23,6316358","-46,4549557"
"TRAVESSA ROSA PERFUMADA, 30, SAO PAULO, SAO PAULO - BRASIL","252030459119000027","252","030","4591","00","0027",SM,SRA,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"10",,L,"16402","2016",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",90.00,73.00,TRAVESSA ROSA PERFUMADA,"30",,0.00,,,U,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,SEGUNDO QUADRIMESTRE,"2021","-23,6315258","-46,4548355"
"TRAVESSA ROSA PERFUMADA, 34, SAO PAULO, SAO PAULO - BRASIL","252030459119000026","252","030","4591","00","0026",SM,SRA,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"10",,L,"16402","2016",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",90.00,76.00,TRAVESSA ROSA PERFUMADA,"34",,0.00,,,U,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,SEGUNDO QUADRIMESTRE,"2021","-23,6315286","-46,4548192"
"TRAVESSA ROSA PERFUMADA, 22, SAO PAULO, SAO PAULO - BRASIL","252030459119000029","252","030","4591","00","0029",SM,SRA,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"10",,L,"16402","2016",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",67.00,74.00,TRAVESSA ROSA PERFUMADA,"22",,0.00,,,U,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,SEGUNDO QUADRIMESTRE,"2021","-23,6314616","-46,4548603"
"TRAVESSA ROSA PERFUMADA, 26, SAO PAULO, SAO PAULO - BRASIL","252030459119000028","252","030","4591","00","0028",SM,SRA,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"10",,L,"16402","2016",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",90.00,73.00,TRAVESSA ROSA PERFUMADA,"26",,0.00,,,U,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,SEGUNDO QUADRIMESTRE,"2021","-23,6314919","-46,4548775"
"TRAVESSA LIRIO DO BREJO, 63, SAO PAULO, SAO PAULO - BRASIL","252030459100000015","252","030","4591","00","0015",SM,SRA,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"10",,L,"16402","2016",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",110.00,72.00,TRAVESSA LIRIO DO BREJO,"63",,0.00,,,U,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,SEGUNDO QUADRIMESTRE,"2021","-23,6318563","-46,4552747"
"TRAVESSA LIRIO DO BREJO, 61, SAO PAULO, SAO PAULO - BRASIL","252030459100000014","252","030","4591","00","0014",SM,SRA,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"10",,L,"16402","2016",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",110.00,76.00,TRAVESSA LIRIO DO BREJO,"61",,0.00,,,U,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,SEGUNDO QUADRIMESTRE,"2021","-23,6318849","-46,4556693"
"TRAVESSA ROSA PERFUMADA, 72, SAO PAULO, SAO PAULO - BRASIL","252030459119000017","252","030","4591","00","0017",SM,SRA,"2",S,S,ZEIS-1,"0",,,"0","0",S,QA,"10",,L,"16402","2016",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",140.00,111.00,TRAVESSA ROSA PERFUMADA,"72",,0.00,,,U,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,SEGUNDO QUADRIMESTRE,"2021","-23,6318773","-46,4549557"
"TRAVESSA LIRIO DO BREJO, 67, SAO PAULO, SAO PAULO - BRASIL","252030459100000016","252","030","4591","00","0016",SM,SRA,"2",S,S,ZEIS-1,"0",,,"0","0",S,QA,"10",,L,"16402","2016",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",150.00,105.00,TRAVESSA LIRIO DO BREJO,"67",,0.00,,,U,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,SEGUNDO QUADRIMESTRE,"2021","-23,6318762","-46,4552186"
"TRAVESSA ROSA PERFUMADA, 64, SAO PAULO, SAO PAULO - BRASIL","252030459119000019","252","030","4591","00","0019",SM,SRA,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"10",,L,"16402","2016",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",90.00,73.00,TRAVESSA ROSA PERFUMADA,"64",,0.00,,,U,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,SEGUNDO QUADRIMESTRE,"2021","-23,631803","-46,4549557"
"TRAVESSA ROSA PERFUMADA, 68, SAO PAULO, SAO PAULO - BRASIL","252030459119000018","252","030","4591","00","0018",SM,SRA,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"10",,L,"16402","2016",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",90.00,74.00,TRAVESSA ROSA PERFUMADA,"68",,0.00,,,U,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,SEGUNDO QUADRIMESTRE,"2021","-23,6318401","-46,4549557"
"TRAVESSA ROSA PERFUMADA, 56, SAO PAULO, SAO PAULO - BRASIL","252030459119000021","252","030","4591","00","0021",SM,SRA,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"10",,L,"16402","2016",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",90.00,75.00,TRAVESSA ROSA PERFUMADA,"56",,0.00,,,U,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,SEGUNDO QUADRIMESTRE,"2021","-23,6317472","-46,4549557"
"TRAVESSA ROSA PERFUMADA, 60, SAO PAULO, SAO PAULO - BRASIL","252030459119000020","252","030","4591","00","0020",SM,SRA,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"10",,L,"16402","2016",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",90.00,71.00,TRAVESSA ROSA PERFUMADA,"60",,0.00,,,U,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,SEGUNDO QUADRIMESTRE,"2021","-23,6317721","-46,4549604"
"TRAVESSA ROSA PERFUMADA, 16, SAO PAULO, SAO PAULO - BRASIL","252030459119000031","252","030","4591","00","0031",SM,SRA,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"10",,L,"16402","2016",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",90.00,71.00,TRAVESSA ROSA PERFUMADA,"16",,0.00,,,U,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,SEGUNDO QUADRIMESTRE,"2021","-23,6314118","-46,4548993"
"TRAVESSA ROSA PERFUMADA, 20, SAO PAULO, SAO PAULO - BRASIL","252030459119000030","252","030","4591","00","0030",SM,SRA,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"10",,L,"16402","2016",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",59.00,67.00,TRAVESSA ROSA PERFUMADA,"20",,0.00,,,U,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,SEGUNDO QUADRIMESTRE,"2021","-23,6314455","-46,4548456"
"TRAVESSA ROSA PERFUMADA, 12, SAO PAULO, SAO PAULO - BRASIL","252030459119000032","252","030","4591","00","0032",SM,SRA,"2",S,S,ZEIS-1,"0",,,"0","0",S,QA,"10",,L,"16402","2016",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",130.00,111.00,TRAVESSA ROSA PERFUMADA,"12",,0.00,,,U,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,SEGUNDO QUADRIMESTRE,"2021","-23,6314083","-46,4548779"
"TRAVESSA LIRIO DO BREJO, 31, SAO PAULO, SAO PAULO - BRASIL","252030459100000007","252","030","4591","00","0007",SM,SRA,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"10",,L,"16402","2016",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",120.00,82.00,TRAVESSA LIRIO DO BREJO,"31",,0.00,,,U,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,SEGUNDO QUADRIMESTRE,"2021","-23,6315527","-46,4551435"
"TRAVESSA LIRIO DO BREJO, 27, SAO PAULO, SAO PAULO - BRASIL","252030459100000006","252","030","4591","00","0006",SM,SRA,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"10",,L,"16402","2016",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",90.00,77.00,TRAVESSA LIRIO DO BREJO,"27",,0.00,,,U,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,SEGUNDO QUADRIMESTRE,"2021","-23,631521","-46,4551059"
"TRAVESSA LIRIO DO BREJO, 39, SAO PAULO, SAO PAULO - BRASIL","252030459100000009","252","030","4591","00","0009",SM,SRA,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"10",,L,"16402","2016",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",140.00,100.00,TRAVESSA LIRIO DO BREJO,"39",,0.00,,,U,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,SEGUNDO QUADRIMESTRE,"2021","-23,6319851","-46,4558566"
"TRAVESSA LIRIO DO BREJO, 35, SAO PAULO, SAO PAULO - BRASIL","252030459100000008","252","030","4591","00","0008",SM,SRA,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"10",,L,"16402","2016",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",120.00,105.00,TRAVESSA LIRIO DO BREJO,"35",,0.00,,,U,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,SEGUNDO QUADRIMESTRE,"2021","-23,6315882","-46,455059"
"TRAVESSA LIRIO DO BREJO, 49, SAO PAULO, SAO PAULO - BRASIL","252030459100000011","252","030","4591","00","0011",SM,SRA,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"10",,L,"16402","2016",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",110.00,79.00,TRAVESSA LIRIO DO BREJO,"49",,0.00,,,U,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,SEGUNDO QUADRIMESTRE,"2021","-23,631709","-46,4552186"
"TRAVESSA LIRIO DO BREJO, , SAO PAULO, SAO PAULO - BRASIL","252030459100000010","252","030","4591","00","0010",SM,SRA,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"10",,L,"16402","2016",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",68.00,74.00,TRAVESSA LIRIO DO BREJO,,,0.00,,,U,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,SEGUNDO QUADRIMESTRE,"2021","-23,6316598","-46,4553211"
"TRAVESSA LIRIO DO BREJO, 55, SAO PAULO, SAO PAULO - BRASIL","252030459100000013","252","030","4591","00","0013",SM,SRA,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"10",,L,"16402","2016",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",90.00,72.00,TRAVESSA LIRIO DO BREJO,"55",,0.00,,,U,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,SEGUNDO QUADRIMESTRE,"2021","-23,6320778","-46,455397"
"TRAVESSA LIRIO DO BREJO, 53, SAO PAULO, SAO PAULO - BRASIL","252030459100000012","252","030","4591","00","0012",SM,SRA,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"10",,L,"16402","2016",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",64.00,73.00,TRAVESSA LIRIO DO BREJO,"53",,0.00,,,U,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,SEGUNDO QUADRIMESTRE,"2021","-23,6320799","-46,4555097"
"TRAVESSA LIRIO DO BREJO, 9, SAO PAULO, SAO PAULO - BRASIL","252030459100000001","252","030","4591","00","0001",SM,SRA,"2",S,S,ZEIS-1,"0",,,"0","0",S,QA,"10",,L,"16402","2016",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",140.00,106.00,TRAVESSA LIRIO DO BREJO,"9",,0.00,,,U,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,SEGUNDO QUADRIMESTRE,"2021","-23,6313526","-46,4552049"
"TRAVESSA LIRIO DO BREJO, 17, SAO PAULO, SAO PAULO - BRASIL","252030459100000003","252","030","4591","00","0003",SM,SRA,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"10",,L,"16402","2016",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",90.00,72.00,TRAVESSA LIRIO DO BREJO,"17",,0.00,,,U,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,SEGUNDO QUADRIMESTRE,"2021","-23,6314227","-46,4551435"
"TRAVESSA LIRIO DO BREJO, 13, SAO PAULO, SAO PAULO - BRASIL","252030459100000002","252","030","4591","00","0002",SM,SRA,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"10",,L,"16402","2016",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",90.00,74.00,TRAVESSA LIRIO DO BREJO,"13",,0.00,,,U,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,SEGUNDO QUADRIMESTRE,"2021","-23,6313855","-46,4551435"
"TRAVESSA LIRIO DO BREJO, 25, SAO PAULO, SAO PAULO - BRASIL","252030459100000005","252","030","4591","00","0005",SM,SRA,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"10",,L,"16402","2016",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",90.00,75.00,TRAVESSA LIRIO DO BREJO,"25",,0.00,,,U,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,SEGUNDO QUADRIMESTRE,"2021","-23,6314849","-46,4551622"
"TRAVESSA LIRIO DO BREJO, 21, SAO PAULO, SAO PAULO - BRASIL","252030459100000004","252","030","4591","00","0004",SM,SRA,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"10",,L,"16402","2016",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",90.00,74.00,TRAVESSA LIRIO DO BREJO,"21",,0.00,,,U,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,SEGUNDO QUADRIMESTRE,"2021","-23,6314533","-46,4551247"
"TRAVESSA LIRIO DO BREJO, 33, SAO PAULO, SAO PAULO - BRASIL","252045459100000008","252","045","4591","00","0008",SM,SRA,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"10",,L,"16402","2016",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",64.00,104.00,TRAVESSA LIRIO DO BREJO,"33",,0.00,,,U,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,SEGUNDO QUADRIMESTRE,"2021","-23,6315942","-46,4556881"
"TRAVESSA LIRIO DO BREJO, , SAO PAULO, SAO PAULO - BRASIL","252045459100000007","252","045","4591","00","0007",SM,SRA,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"10",,L,"16402","2016",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",69.00,77.00,TRAVESSA LIRIO DO BREJO,,,0.00,,,U,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,SEGUNDO QUADRIMESTRE,"2021","-23,6316598","-46,4553211"
"TRAVESSA LIRIO DO BREJO, 41, SAO PAULO, SAO PAULO - BRASIL","252045459100000010","252","045","4591","00","0010",SM,SRA,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"10",,L,"16402","2016",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",90.00,75.00,TRAVESSA LIRIO DO BREJO,"41",,0.00,,,U,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,SEGUNDO QUADRIMESTRE,"2021","-23,6316805","-46,4556693"
"TRAVESSA LIRIO DO BREJO, 37, SAO PAULO, SAO PAULO - BRASIL","252045459100000009","252","045","4591","00","0009",SM,SRA,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"10",,L,"16402","2016",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",64.00,100.00,TRAVESSA LIRIO DO BREJO,"37",,0.00,,,U,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,SEGUNDO QUADRIMESTRE,"2021","-23,6316024","-46,4556776"
"TRAVESSA LIRIO DO BREJO, 51, SAO PAULO, SAO PAULO - BRASIL","252045459100000012","252","045","4591","00","0012",SM,SRA,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"10",,L,"16402","2016",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",90.00,72.00,TRAVESSA LIRIO DO BREJO,"51",,0.00,,,U,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,SEGUNDO QUADRIMESTRE,"2021","-23,6317483","-46,4556505"
"TRAVESSA LIRIO DO BREJO, 47, SAO PAULO, SAO PAULO - BRASIL","252045459100000011","252","045","4591","00","0011",SM,SRA,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"10",,L,"16402","2016",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",62.00,70.00,TRAVESSA LIRIO DO BREJO,"47",,0.00,,,U,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,SEGUNDO QUADRIMESTRE,"2021","-23,6317263","-46,4557422"
"TRAVESSA LIRIO DO BREJO, 59, SAO PAULO, SAO PAULO - BRASIL","252045459100000014","252","045","4591","00","0014",SM,SRA,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"10",,L,"16402","2016",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",110.00,72.00,TRAVESSA LIRIO DO BREJO,"59",,0.00,,,U,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,SEGUNDO QUADRIMESTRE,"2021","-23,6318106","-46,4556693"
"TRAVESSA LIRIO DO BREJO, 53, SAO PAULO, SAO PAULO - BRASIL","252045459100000013","252","045","4591","00","0013",SM,SRA,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"10",,L,"16402","2016",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",90.00,77.00,TRAVESSA LIRIO DO BREJO,"53",,0.00,,,U,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,SEGUNDO QUADRIMESTRE,"2021","-23,6320799","-46,4555097"
"TRAVESSA DO BREJO, 11, SAO PAULO, SAO PAULO - BRASIL","252045459100000002","252","045","4591","00","0002",SM,SRA,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"10",,L,"16402","2016",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",63.00,73.00,TRAVESSA DO BREJO,"11",,0.00,,,U,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,SEGUNDO QUADRIMESTRE,"2021","-23,5305278","-46,3984756"
"TRAVESSA LIRIO DO BREJO, 7, SAO PAULO, SAO PAULO - BRASIL","252045459100000001","252","045","4591","00","0001",SM,SRA,"2",S,S,ZEIS-1,"0",,,"0","0",S,QA,"10",,L,"16402","2016",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",140.00,103.00,TRAVESSA LIRIO DO BREJO,"7",,0.00,,,U,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,SEGUNDO QUADRIMESTRE,"2021","-23,6313582","-46,4556815"
