GEOCODE,ID,COD_SET_ZO,COD_QDR_ZO,COD_LOG_ZO,COD_CNDM_Z,COD_LOTE_Z,SGL_SUBP_E,SGL_DSTR_E,COD_TSTD_Z,IND_VRFC_E,IND_EXCL_I,SGL_ZONA_0,COD_PRMR_0,SGL_LNDR_0,COD_TIP_LE,COD_LEGC_0,ANO_LEGC_0,IND_ADCA_C,SGL_ZONA_1,COD_PRMR_1,SGL_LNDR_1,COD_TIP__1,COD_LEGC_1,ANO_LEGC_1,SGL_ZONA_2,COD_PRMR_2,SGL_LNDR_2,COD_TIP__2,COD_LEGC_2,ANO_LEGC_2,SGL_ZONA_3,COD_PRMR_3,SGL_LNDR_3,COD_TIP__3,COD_LEGC_3,ANO_LEGC_3,SGL_ZONA_4,COD_PRMR_4,SGL_LNDR_4,COD_TIP__4,COD_LEGC_4,ANO_LEGC_4,SGL_ZONA_5,COD_PRMR_5,SGL_LNDR_5,COD_TIP__5,COD_LEGC_5,ANO_LEGC_5,COD_AREA_C,COD_AREA_L,COD_END_LO,COD_NUM_PO,COD_SIT,VALOR_MET_,VALOR_ME_1,NUM_PAV,SGL_ZON_UR,ANO_CONST,IND_EXCL_O,TXT_OBS_01,NOME_CID_E,NOME_EST_E,NOME_PAIS_,REG_LIM_AD,COD_QUAD,COD_ANO,Lat_Y_,Long_X_
"TRAVESSA CARLOS DE ALMEIDA BRAGA , 57 , SAO PAULO , SAO PAULO , BRASIL","116370798720000151","116","370","7987","00","0151",AR,AR,"1",S,S,ZM,"0","0",,"0","0",S,QA,"6",,L,"16402","2016",MA,"2",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",86.00,88.00,TRAVESSA CARLOS DE ALMEIDA BRAGA,"57",D,0.00,,,U,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 1,SEGUNDO QUADRIMESTRE,"2021","-23,5734845","-46,5176698"
"TRAVESSA CARLOS DE ALMEIDA BRAGA , 61 , SAO PAULO , SAO PAULO , BRASIL","116370798720000152","116","370","7987","00","0152",AR,AR,"1",S,S,ZM,"0","0",,"0","0",S,QA,"6",,L,"16402","2016",MA,"2",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",86.00,88.00,TRAVESSA CARLOS DE ALMEIDA BRAGA,"61",D,0.00,,,U,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 1,SEGUNDO QUADRIMESTRE,"2021","-23,5734233","-46,517597"
"RUA JOSE CORREIA LIMA, 587, SAO PAULO, SAO PAULO - BRASIL","078528795879000038","078","528","7958","00","0038",PJ,PIR,"1",S,S,"99","0",,,"0","0",S,QA,"99",,L,"16402","2016",MA,"99",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",119.00,150.00,RUA JOSE CORREIA LIMA,"587",D,0.00,,,U,,,LOTE SEM GEOMETRIA NO GEOSAMPA.,SAO PAULO,SAO PAULO,BRASIL,NORTE,SEGUNDO QUADRIMESTRE,"2021","-23,4967451","-46,7201164"
"RUA JOSE CORREIA LIMA, 591, SAO PAULO, SAO PAULO - BRASIL","078528795879000037","078","528","7958","00","0037",PJ,PIR,"1",S,S,"99","0",,,"0","0",S,QA,"99",,L,"16402","2016",MA,"99",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",140.00,150.00,RUA JOSE CORREIA LIMA,"591",D,0.00,,,U,,,LOTE SEM GEOMETRIA NO GEOSAMPA.,SAO PAULO,SAO PAULO,BRASIL,NORTE,SEGUNDO QUADRIMESTRE,"2021","-23,4968473","-46,7200352"
"RUA JOSE CORREIA LIMA, 575, SAO PAULO, SAO PAULO - BRASIL","078528795879000040","078","528","7958","00","0040",PJ,PIR,"1",S,S,"99","0",,,"0","0",S,QA,"99",,L,"16402","2016",MA,"99",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",137.00,120.00,RUA JOSE CORREIA LIMA,"575",D,0.00,,,U,,,LOTE SEM GEOMETRIA NO GEOSAMPA.,SAO PAULO,SAO PAULO,BRASIL,NORTE,SEGUNDO QUADRIMESTRE,"2021","-23,4968836","-46,7202096"
"RUA JOSE CORREIA LIMA, 577, SAO PAULO, SAO PAULO - BRASIL","078528795879000039","078","528","7958","00","0039",PJ,PIR,"1",S,S,"99","0",,,"0","0",S,QA,"99",,L,"16402","2016",MA,"99",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",220.00,161.00,RUA JOSE CORREIA LIMA,"577",D,0.00,,,U,,,LOTE SEM GEOMETRIA NO GEOSAMPA.,SAO PAULO,SAO PAULO,BRASIL,NORTE,SEGUNDO QUADRIMESTRE,"2021","-23,4968742","-46,720166"
"RUA JOSE CORREIA LIMA, 653, SAO PAULO, SAO PAULO - BRASIL","078528795879000030","078","528","7958","00","0030",PJ,PIR,"1",S,S,"99","0",,,"0","0",S,QA,"99",,L,"16402","2016",MA,"99",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",160.00,150.00,RUA JOSE CORREIA LIMA,"653",D,0.00,,,U,,,LOTE SEM GEOMETRIA NO GEOSAMPA.,SAO PAULO,SAO PAULO,BRASIL,NORTE,SEGUNDO QUADRIMESTRE,"2021","-23,4965431","-46,7195028"
"RUA JOSE CORREIA LIMA, 669, SAO PAULO, SAO PAULO - BRASIL","078528795879000029","078","528","7958","00","0029",PJ,PIR,"1",S,S,"99","0",,,"0","0",S,QA,"99",,L,"16402","2016",MA,"99",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",92.00,183.00,RUA JOSE CORREIA LIMA,"669",D,0.00,,,U,,,LOTE SEM GEOMETRIA NO GEOSAMPA.,SAO PAULO,SAO PAULO,BRASIL,NORTE,SEGUNDO QUADRIMESTRE,"2021","-23,4965743","-46,7193234"
"RUA JOSE CORREIA LIMA, 635, SAO PAULO, SAO PAULO - BRASIL","078528795879000032","078","528","7958","00","0032",PJ,PIR,"1",S,S,"99","0",,,"0","0",S,QA,"99",,L,"16402","2016",MA,"99",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",374.00,300.00,RUA JOSE CORREIA LIMA,"635",D,0.00,,,U,,,LOTE SEM GEOMETRIA NO GEOSAMPA.,SAO PAULO,SAO PAULO,BRASIL,NORTE,SEGUNDO QUADRIMESTRE,"2021","-23,4966898","-46,7196358"
"RUA JOSE CORREIA LIMA, 643, SAO PAULO, SAO PAULO - BRASIL","078528795879000031","078","528","7958","00","0031",PJ,PIR,"1",S,S,"99","0",,,"0","0",S,QA,"99",,L,"16402","2016",MA,"99",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",160.00,150.00,RUA JOSE CORREIA LIMA,"643",D,0.00,,,U,,,LOTE SEM GEOMETRIA NO GEOSAMPA.,SAO PAULO,SAO PAULO,BRASIL,NORTE,SEGUNDO QUADRIMESTRE,"2021","-23,4966598","-46,7195888"
"RUA JOSE CORREIA LIMA, 621, SAO PAULO, SAO PAULO - BRASIL","078528795879000034","078","528","7958","00","0034",PJ,PIR,"1",S,S,"99","0",,,"0","0",S,QA,"99",,L,"16402","2016",MA,"99",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",170.00,150.00,RUA JOSE CORREIA LIMA,"621",D,0.00,,,U,,,LOTE SEM GEOMETRIA NO GEOSAMPA.,SAO PAULO,SAO PAULO,BRASIL,NORTE,SEGUNDO QUADRIMESTRE,"2021","-23,4966434","-46,7199132"
"RUA JOSE CORREIA LIMA, 629, SAO PAULO, SAO PAULO - BRASIL","078528795879000033","078","528","7958","00","0033",PJ,PIR,"1",S,S,"99","0",,,"0","0",S,QA,"99",,L,"16402","2016",MA,"99",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",180.00,150.00,RUA JOSE CORREIA LIMA,"629",D,0.00,,,U,,,LOTE SEM GEOMETRIA NO GEOSAMPA.,SAO PAULO,SAO PAULO,BRASIL,NORTE,SEGUNDO QUADRIMESTRE,"2021","-23,4966424","-46,7198069"
"RUA JOSE CORREIA LIMA, 30, SAO PAULO, SAO PAULO - BRASIL","078528795879000036","078","528","7958","00","0036",PJ,PIR,"1",S,S,"99","0",,,"0","0",S,QA,"99",,L,"16402","2016",MA,"99",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",372.00,300.00,RUA JOSE CORREIA LIMA,"30",D,0.00,,,U,,,LOTE SEM GEOMETRIA NO GEOSAMPA.,SAO PAULO,SAO PAULO,BRASIL,NORTE,SEGUNDO QUADRIMESTRE,"2021","-23,4966929","-46,7199805"
"RUA JOSE CORREIA LIMA, 617, SAO PAULO, SAO PAULO - BRASIL","078528795879000035","078","528","7958","00","0035",PJ,PIR,"1",S,S,"99","0",,,"0","0",S,QA,"99",,L,"16402","2016",MA,"99",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",250.00,300.00,RUA JOSE CORREIA LIMA,"617",D,0.00,,,U,,,LOTE SEM GEOMETRIA NO GEOSAMPA.,SAO PAULO,SAO PAULO,BRASIL,NORTE,SEGUNDO QUADRIMESTRE,"2021","-23,4967781","-46,7199174"
"RUA JOSE CORREIA LIMA, 683, SAO PAULO, SAO PAULO - BRASIL","078528795879000026","078","528","7958","00","0026",PJ,PIR,"1",S,S,"99","0",,,"0","0",S,QA,"99",,L,"16402","2016",MA,"99",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",87.00,80.00,RUA JOSE CORREIA LIMA,"683",D,0.00,,,U,,,LOTE SEM GEOMETRIA NO GEOSAMPA.,SAO PAULO,SAO PAULO,BRASIL,NORTE,SEGUNDO QUADRIMESTRE,"2021","-23,4965664","-46,7190128"
"RUA JOSE CORREIA LIMA, 689, SAO PAULO, SAO PAULO - BRASIL","078528795879000025","078","528","7958","00","0025",PJ,PIR,"1",S,S,"99","0",,,"0","0",S,QA,"99",,L,"16402","2016",MA,"99",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",149.00,275.00,RUA JOSE CORREIA LIMA,"689",D,0.00,,,U,,,LOTE SEM GEOMETRIA NO GEOSAMPA.,SAO PAULO,SAO PAULO,BRASIL,NORTE,SEGUNDO QUADRIMESTRE,"2021","-23,4964096","-46,7189988"
"RUA JOSE CORREIA LIMA, 667, SAO PAULO, SAO PAULO - BRASIL","078528795879000028","078","528","7958","00","0028",PJ,PIR,"1",S,S,"99","0",,,"0","0",S,QA,"99",,L,"16402","2016",MA,"99",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",234.00,275.00,RUA JOSE CORREIA LIMA,"667",D,0.00,,,U,,,LOTE SEM GEOMETRIA NO GEOSAMPA.,SAO PAULO,SAO PAULO,BRASIL,NORTE,SEGUNDO QUADRIMESTRE,"2021","-23,4964798","-46,7194273"
"RUA JOSE CORREIA LIMA, 677, SAO PAULO, SAO PAULO - BRASIL","078528795879000027","078","528","7958","00","0027",PJ,PIR,"1",S,S,"99","0",,,"0","0",S,QA,"99",,L,"16402","2016",MA,"99",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",87.00,85.00,RUA JOSE CORREIA LIMA,"677",D,0.00,,,U,,,LOTE SEM GEOMETRIA NO GEOSAMPA.,SAO PAULO,SAO PAULO,BRASIL,NORTE,SEGUNDO QUADRIMESTRE,"2021","-23,4964651","-46,7192763"
"RUA GONCALO XAVIER , 15 , SAO PAULO , SAO PAULO , BRASIL","112159790079000058","112","159","7900","00","0058",MP,JD,"1",S,S,ZMA,"0","0",,"0","0",S,QA,"10",,L,"16402","2016",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",90.00,83.00,RUA GONCALO XAVIER,"15",D,0.00,,,U,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,SEGUNDO QUADRIMESTRE,"2021","-23,4864535","-46,4270337"
"RUA GONCALO XAVIER , 19 , SAO PAULO , SAO PAULO , BRASIL","112159790079000057","112","159","7900","00","0057",MP,JD,"1",S,S,ZMA,"0","0",,"0","0",S,QA,"10",,L,"16402","2016",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",90.00,83.00,RUA GONCALO XAVIER,"19",D,0.00,,,U,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,SEGUNDO QUADRIMESTRE,"2021","-23,4866859","-46,4273856"
"RUA ANTONIO PAVAO, 175, SAO PAULO, SAO PAULO - BRASIL","194044786829010000","194","044","7868","01","0000",SM,IGU,"3",S,S,ZEIS-5,"0",,L,"16402","2016",S,QA,"10",,L,"16402","2016",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",20583.00,5644.00,RUA ANTONIO PAVAO,"175",D,0.00,,,U,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,SEGUNDO QUADRIMESTRE,"2021","-23,6026931","-46,4543735"
"RUA ANTONIO PAVAO, 185, SAO PAULO, SAO PAULO - BRASIL","194044786829020000","194","044","7868","02","0000",SM,IGU,"2",S,S,ZEIS-5,"0",,L,"16402","2016",S,QA,"10",,L,"16402","2016",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",22684.00,5483.00,RUA ANTONIO PAVAO,"185",D,0.00,,,U,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,SEGUNDO QUADRIMESTRE,"2021","-23,6031275","-46,4541388"
"RUA LUIS FILGUEIRA SOUTO, 101, SAO PAULO, SAO PAULO - BRASIL","078216785628000102","078","216","7856","00","0102",PJ,SDO,"1",S,S,ZM,"0",,,"0","0",S,QA,"1",,,"0","0",MA,"9",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",115.00,98.00,RUA LUIS FILGUEIRA SOUTO,"101",D,0.00,,,U,,,,SAO PAULO,SAO PAULO,BRASIL,NORTE,SEGUNDO QUADRIMESTRE,"2021","-23,5034177","-46,7340635"
"RUA LUIS FILGUEIRA SOUTO, 95, SAO PAULO, SAO PAULO - BRASIL","078216785628000101","078","216","7856","00","0101",PJ,SDO,"1",S,S,ZM,"0",,,"0","0",S,QA,"1",,,"0","0",MA,"9",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",106.00,93.00,RUA LUIS FILGUEIRA SOUTO,"95",D,0.00,,,U,,,,SAO PAULO,SAO PAULO,BRASIL,NORTE,SEGUNDO QUADRIMESTRE,"2021","-23,5034964","-46,7340978"
"RUA LUIS FILGUEIRA SOUTO, 89, SAO PAULO, SAO PAULO - BRASIL","078216785628000100","078","216","7856","00","0100",PJ,SDO,"1",S,S,ZM,"0",,,"0","0",S,QA,"1",,,"0","0",MA,"9",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",100.00,91.00,RUA LUIS FILGUEIRA SOUTO,"89",D,0.00,,,U,,,,SAO PAULO,SAO PAULO,BRASIL,NORTE,SEGUNDO QUADRIMESTRE,"2021","-23,5034761","-46,7341045"
"RUA OSVALDO LIBARINO DE OLIVEIRA, 162,
SAO PAULO, SAO PAULO - BRASIL","185041785300000066","185","041","7853","00","0066",BT,RTA,"1",S,S,ZMa,"0",,,"0","0",S,QA,"10",,,"0","0",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",65.00,117.00,RUA OSVALDO LIBARINO DE OLIVEIRA,"162",D,0.00,,,U,,,LOTE SEM GEOMETRIA NO GEOSAMPA.,SAO PAULO,SAO PAULO,BRASIL,NOROESTE,SEGUNDO QUADRIMESTRE,"2021","-23,5971281","-46,7838937"
"RUA OSVALDO LIBARINO DE OLIVEIRA, 164,
SAO PAULO, SAO PAULO - BRASIL","185041785300000065","185","041","7853","00","0065",BT,RTA,"1",S,S,ZMa,"0",,,"0","0",S,QA,"10",,,"0","0",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",100.00,133.00,RUA OSVALDO LIBARINO DE OLIVEIRA,"164",D,0.00,,,U,,,LOTE SEM GEOMETRIA NO GEOSAMPA.,SAO PAULO,SAO PAULO,BRASIL,NOROESTE,SEGUNDO QUADRIMESTRE,"2021","-23,5971151","-46,7839523"
"RUA CANDOCA, 15, SAO PAULO, SAO PAULO - BRASIL","067383768421020000","067","383","7684","02","0000",ST,TUC,"1",S,S,ZM,"0",,,"0","0",S,QA,"8",,,"0","0",MA,"2",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",441.00,184.00,RUA CANDOCA,"15",D,0.00,,,U,,,,SAO PAULO,SAO PAULO,BRASIL,NORTE,SEGUNDO QUADRIMESTRE,"2021","-23,4757449","-46,5863393"
"RUA ANTHEMIOS DE TRALLES, 290, SAO PAULO, SAO PAULO - BRASIL","067406764256000040","067","406","7642","00","0040",JT,TRE,"1",S,S,ZM,"0",,,"0","0",S,QA,"9",,,"0","0",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",125.00,125.00,RUA ANTHEMIOS DE TRALLES,"290",D,0.00,,,U,,,LOTE SEM GEOMETRIA NO GEOSAMPA.,SAO PAULO,SAO PAULO,BRASIL,NORTE,SEGUNDO QUADRIMESTRE,"2021","-23,4591676","-46,596099"
"RUA ANTHEMIOS DE TRALLES, 290, SAO PAULO, SAO PAULO - BRASIL","067406764256000041","067","406","7642","00","0041",JT,TRE,"1",S,S,ZM,"0",,,"0","0",S,QA,"9",,,"0","0",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",125.00,125.00,RUA ANTHEMIOS DE TRALLES,"290",D,0.00,,,U,,,LOTE SEM GEOMETRIA NO GEOSAMPA.,SAO PAULO,SAO PAULO,BRASIL,NORTE,SEGUNDO QUADRIMESTRE,"2021","-23,4591676","-46,596099"
"RUA ANTONIO CARDOSO NOGUEIRA, 922,
SAO PAULO, SAO PAULO - BRASIL","188060763829000102","188","060","7638","00","0102",PJ,JAR,"1",S,S,ZCa,"0",,,"0","0",S,QA,"10",,,"0","0",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",859.00,1200.00,RUA ANTONIO CARDOSO NOGUEIRA,"922",R,0.00,,,U,,,LOTE SEM GEOMETRIA NO GEOSAMPA.,SAO PAULO,SAO PAULO,BRASIL,NORTE,SEGUNDO QUADRIMESTRE,"2021","-23,4563516","-46,756105"
"RUA DA COSTA NOVA DO PRADO, 103,
SAO PAULO, SAO PAULO - BRASIL","167143762458000047","167","143","7624","00","0047",CL,CRE,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"9",,,"0","0",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",86.00,87.00,RUA DA COSTA NOVA DO PRADO,"103",D,0.00,,,U,,,,SAO PAULO,SAO PAULO,BRASIL,SUL/SUDESTE,SEGUNDO QUADRIMESTRE,"2021","-23,67165","-46,7799141"
"RUA DA COSTA NOVA DO PRADO, 109,
SAO PAULO, SAO PAULO - BRASIL","167143762458000049","167","143","7624","00","0049",CL,CRE,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"9",,,"0","0",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",86.00,82.00,RUA DA COSTA NOVA DO PRADO,"109",D,0.00,,,U,,,,SAO PAULO,SAO PAULO,BRASIL,SUL/SUDESTE,SEGUNDO QUADRIMESTRE,"2021","-23,671623","-46,7799556"
"RUA DA COSTA NOVA DO PRADO, 105,
SAO PAULO, SAO PAULO - BRASIL","167143762458000048","167","143","7624","00","0048",CL,CRE,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"9",,,"0","0",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",85.00,84.00,RUA DA COSTA NOVA DO PRADO,"105",D,0.00,,,U,,,,SAO PAULO,SAO PAULO,BRASIL,SUL/SUDESTE,SEGUNDO QUADRIMESTRE,"2021","-23,6716448","-46,779922"
"RUA ABRAHAM BLOEMAERT, 205, SAO PAULO, SAO PAULO - BRASIL","159227761320010000","159","227","7613","01","0000",BT,VSO,"1",S,S,ZMA,"0",,,"0","0",S,QA,"12",,,"0","0",MA,"5",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",357.00,396.00,RUA ABRAHAM BLOEMAERT,"205",D,0.00,,,U,,,,SAO PAULO,SAO PAULO,BRASIL,NOROESTE,SEGUNDO QUADRIMESTRE,"2021","-23,5925189","-46,7471082"
"RUA ANTONIO LEITE PENTEADO , 467 , SAO PAULO , SAO PAULO , BRASIL","111281758558000042","111","281","7585","00","0042",EM,ER,"1",S,S,ZC,"0","0",,"0","0",S,QA,"2",,L,"16402","2016",MA,"8",,L,"16050","2014",PI,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",99.00,138.00,RUA ANTONIO LEITE PENTEADO,"467",D,0.00,,,U,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,SEGUNDO QUADRIMESTRE,"2021","-23,4864759","-46,4870792"
"RUA ANTONIO LEITE PENTEADO , 461 , SAO PAULO , SAO PAULO , BRASIL","111281758558000041","111","281","7585","00","0041",EM,ER,"1",S,S,ZC,"0","0",,"0","0",S,QA,"2",,L,"16402","2016",MA,"8",,L,"16050","2014",PI,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",138.00,138.00,RUA ANTONIO LEITE PENTEADO,"461",D,0.00,,,U,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,SEGUNDO QUADRIMESTRE,"2021","-23,4865019","-46,4871543"
"RUA CARLOS BARBOSA, 457, SAO PAULO, SAO PAULO - BRASIL","130186758248020000","130","186","7582","02","0000",PE,CNG,"1",S,S,ZEIS-3,"0",,,"0","0",S,QA,"2",,,"0","0",MA,"8",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",776.00,485.00,RUA CARLOS BARBOSA,"457",D,0.00,,,U,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 1,SEGUNDO QUADRIMESTRE,"2021","-23,4946931","-46,5019951"
"RUA DURVAL SILVA , 152 , SAO PAULO , SAO PAULO , BRASIL","091365757586000297","091","365","7575","00","0297",JA,JA,"1",S,S,ZM,"0","0",,"0","0",S,QA,"6",,L,"16402","2016",MA,"2",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",302.00,175.00,RUA DURVAL SILVA,"152",D,0.00,,,U,,,,SAO PAULO,SAO PAULO,BRASIL,SUL-SUDESTE,SEGUNDO QUADRIMESTRE,"2021","-23,6594431","-46,6536219"
"RUA DURVAL SILVA , 175 , SAO PAULO , SAO PAULO , BRASIL","091365757586000296","091","365","7575","00","0296",JA,JA,"1",S,S,ZM,"0","0",,"0","0",S,QA,"6",,L,"16402","2016",MA,"2",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",199.00,175.00,RUA DURVAL SILVA,"175",D,0.00,,,U,,,,SAO PAULO,SAO PAULO,BRASIL,SUL-SUDESTE,SEGUNDO QUADRIMESTRE,"2021","-23,6594171","-46,6537032"
"RUA FRANCISCO DE MARCO , 62 , SAO PAULO , SAO PAULO , BRASIL","090391755095000038","090","391","7550","00","0038",SA,CG,"1",S,S,ZM,"0","0",,"0","0",S,QA,"7",,L,"16402","2016",MA,"2",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",83.00,83.00,RUA FRANCISCO DE MARCO,"62",D,0.00,,,U,,,,SAO PAULO,SAO PAULO,BRASIL,SUL-SUDESTE,SEGUNDO QUADRIMESTRE,"2021","-23,6698612","-46,6808899"
"RUA FRANCISCO DE MARCO , 66 , SAO PAULO , SAO PAULO , BRASIL","090391755095000037","090","391","7550","00","0037",SA,CG,"1",S,S,ZM,"0","0",,"0","0",S,QA,"7",,L,"16402","2016",MA,"2",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",51.00,118.00,RUA FRANCISCO DE MARCO,"66",D,0.00,,,U,,,,SAO PAULO,SAO PAULO,BRASIL,SUL-SUDESTE,SEGUNDO QUADRIMESTRE,"2021","-23,6699046","-46,6809651"
"RUA PEDRO LEME, 56, SAO PAULO, SAO PAULO - BRASIL","194044753378030000","194","044","7533","03","0000",SM,IGU,"2",S,S,ZEIS-5,"0",,L,"16402","2016",S,QA,"10",,L,"16402","2016",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",14787.00,3733.00,RUA PEDRO LEME,"56",D,0.00,,,U,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,SEGUNDO QUADRIMESTRE,"2021","-23,6032068","-46,4527303"
"RUA PEDRO LEME, , SAO PAULO, SAO PAULO - BRASIL","194044753378000021","194","044","7533","00","0021",SM,IGU,"1",S,S,ZEIS-5,"0",,,"0","0",S,QA,"10",,,"0","0",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",0.00,1846.00,RUA PEDRO LEME,,D,0.00,,,U,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,SEGUNDO QUADRIMESTRE,"2021","-23,6037878","-46,452471"
"RUA CERRO DE MATEUS SIMOES, 349, SAO PAULO, SAO PAULO - BRASIL","111365751944030000","111","365","7519","03","0000",EM,ERM,"1",S,S,ZM,"0",,L,"16402","2016",S,QA,"2",,L,"16402","2016",MA,"8",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",1515.00,1889.00,RUA CERRO DE MATEUS SIMOES,"349",D,0.00,,,U,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,SEGUNDO QUADRIMESTRE,"2021","-23,5039371","-46,4795912"
"RUA CASTANHO TAQUES, 58,
SAO PAULO, SAO PAULO - BRASIL","136102751600000061","136","102","7516","00","0061",GU,GUA,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"9",,,"0","0",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",0.00,150.00,RUA CASTANHO TAQUES,"58",D,0.00,,,U,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,SEGUNDO QUADRIMESTRE,"2021","-23,5596872","-46,4103837"
"RUA CASTANHO TAQUES, 58,
SAO PAULO, SAO PAULO - BRASIL","136102751600000060","136","102","7516","00","0060",GU,GUA,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"9",,,"0","0",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",0.00,156.00,RUA CASTANHO TAQUES,"58",D,0.00,,,U,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,SEGUNDO QUADRIMESTRE,"2021","-23,5596872","-46,4103837"
