GEOCODE,ID,COD_SET_ZO,COD_QDR_ZO,COD_LOG_ZO,COD_CNDM_Z,COD_LOTE_Z,SGL_SUBP_E,SGL_DSTR_E,COD_TSTD_Z,IND_VRFC_E,IND_EXCL_I,SGL_ZONA_0,COD_PRMR_0,SGL_LNDR_0,COD_TIP_LE,COD_LEGC_0,ANO_LEGC_0,IND_ADCA_C,SGL_ZONA_1,COD_PRMR_1,SGL_LNDR_1,COD_TIP__1,COD_LEGC_1,ANO_LEGC_1,SGL_ZONA_2,COD_PRMR_2,SGL_LNDR_2,COD_TIP__2,COD_LEGC_2,ANO_LEGC_2,SGL_ZONA_3,COD_PRMR_3,SGL_LNDR_3,COD_TIP__3,COD_LEGC_3,ANO_LEGC_3,SGL_ZONA_4,COD_PRMR_4,SGL_LNDR_4,COD_TIP__4,COD_LEGC_4,ANO_LEGC_4,SGL_ZONA_5,COD_PRMR_5,SGL_LNDR_5,COD_TIP__5,COD_LEGC_5,ANO_LEGC_5,COD_AREA_C,COD_AREA_L,COD_END_LO,COD_NUM_PO,COD_SIT,VALOR_MET_,VALOR_ME_1,NUM_PAV,SGL_ZON_UR,ANO_CONST,IND_EXCL_O,TXT_OBS_01,NOME_CID_E,NOME_EST_E,NOME_PAIS_,REG_LIM_AD,COD_QUAD,COD_ANO,Lat_Y_,Long_X_,COND 
"RUA FRANCISCO PAWLIK, 172, SAO PAULO, SAO PAULO,  - BRASIL","245217456225000025","245","217","456225","00","0025",CT,CTI,"1",S,S,"99","0",,L,"16402","2016",S,QA,"99",,L,"16402","2016",MA,"99",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",180.00,136.00,RUA FRANCISCO PAWLIK,"172",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,"1","2021","-23,6014043","-46,3957511","0"
"RUA TERESA MARIA CARINI, 51, SAO PAULO, SAO PAULO,  - BRASIL","245213456357000007","245","213","456357","00","0007",CT,CTI,"1",S,S,"99","0",,L,"16402","2016",S,QA,"99",,L,"16402","2016",MA,"99",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",200.00,138.00,RUA TERESA MARIA CARINI,"51",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,"1","2021","-23,6025724","-46,3972542","0"
"RUA JOSE FRANCO PASSOS, 46, SAO PAULO, SAO PAULO,  - BRASIL","245231473685000013","245","231","473685","00","0013",CT,CTI,"1",S,S,"99","0",,L,"16402","2016",S,QA,"99",,L,"16402","2016",MA,"99",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",90.00,72.00,RUA JOSE FRANCO PASSOS,"46",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,"1","2021","-23,5994083","-46,3927558","0"
"RUA GASTAO VALENTIM ANTUNES, 19, SAO PAULO, SAO PAULO,  - BRASIL","245229456110000023","245","229","456110","00","0023",CT,CTI,"1",S,S,"99","0",,L,"16402","2016",S,QA,"99",,L,"16402","2016",MA,"99",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",230.00,131.00,RUA GASTAO VALENTIM ANTUNES,"19",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,"1","2021","-23,5990336","-46,3921817","0"
"RUA JOSE MARTINEZ, 96, SAO PAULO, SAO PAULO,  - BRASIL","245215456314000014","245","215","456314","00","0014",CT,CTI,"1",S,S,"99","0",,L,"16402","2016",S,QA,"99",,L,"16402","2016",MA,"99",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",98.00,136.00,RUA JOSE MARTINEZ,"96",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,"1","2021","-23,6013869","-46,3974017","0"
"RUA CARLOS DIAS, 71, SAO PAULO, SAO PAULO,  - BRASIL","245237456101000013","245","237","456101","00","0013",CT,CTI,"1",S,S,"99","0",,L,"16402","2016",S,QA,"99",,L,"16402","2016",MA,"99",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",80.00,103.00,RUA CARLOS DIAS,"71",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,"1","2021","-23,474425","-46,6781991","0"
"RUA FRANCISCO PAWLIK, 70, SAO PAULO, SAO PAULO,  - BRASIL","245217456225000010","245","217","456225","00","0010",CT,CTI,"1",S,S,"99","0",,L,"16402","2016",S,QA,"99",,L,"16402","2016",MA,"99",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",100.00,139.00,RUA FRANCISCO PAWLIK,"70",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,"1","2021","-23,6007638","-46,3964987","0"
"RUA RAFAEL REGISTRO, 32, SAO PAULO, SAO PAULO,  - BRASIL","245235473707000004","245","235","473707","00","0004",CT,CTI,"1",S,S,"99","0",,L,"16402","2016",S,QA,"99",,L,"16402","2016",MA,"99",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",130.00,152.00,RUA RAFAEL REGISTRO,"32",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,"1","2021","-23,5986306","-46,3926408","0"
"RUA MANUEL PERDIGAO, 77, SAO PAULO, SAO PAULO,  - BRASIL","245227456136000014","245","227","456136","00","0014",CT,CTI,"1",S,S,"99","0",,L,"16402","2016",S,QA,"99",,L,"16402","2016",MA,"99",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",70.00,88.00,RUA MANUEL PERDIGAO,"77",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,"1","2021","-23,5999628","-46,3920356","0"
"RUA JOSE FRANCO PASSOS, 13, SAO PAULO, SAO PAULO,  - BRASIL","245232473685000007","245","232","473685","00","0007",CT,CTI,"2",S,S,"99","0",,L,"16402","2016",S,QA,"99",,L,"16402","2016",MA,"99",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",200.00,236.00,RUA JOSE FRANCO PASSOS,"13",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,"1","2021","-23,5992299","-46,3930979","0"
"RUA JOSE MARTINEZ, 39, SAO PAULO, SAO PAULO,  - BRASIL","245216456314000071","245","216","456314","00","0071",CT,CTI,"1",S,S,"99","0",,L,"16402","2016",S,QA,"99",,L,"16402","2016",MA,"99",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",230.00,135.00,RUA JOSE MARTINEZ,"39",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,"1","2021","-23,6009217","-46,3976643","0"
"RUA EDMUNDO ORIOLI, 180, SAO PAULO, SAO PAULO,  - BRASIL","245221456071000034","245","221","456071","00","0034",CT,CTI,"1",S,S,"99","0",,L,"16402","2016",S,QA,"99",,L,"16402","2016",MA,"99",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",220.00,128.00,RUA EDMUNDO ORIOLI,"180",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,"1","2021","-23,6007067","-46,3938251","0"
"RUA GIULIO SORELLI, 30, SAO PAULO, SAO PAULO,  - BRASIL","245210456330000014","245","210","456330","00","0014",CT,CTI,"1",S,S,"99","0",,L,"16402","2016",S,QA,"99",,L,"16402","2016",MA,"99",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",220.00,204.00,RUA GIULIO SORELLI,"30",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,"1","2021","-23,6017714","-46,398077","0"
"RUA EDUARDO MOURA, 54, SAO PAULO, SAO PAULO,  - BRASIL","245237456098000007","245","237","456098","00","0007",CT,CTI,"1",S,S,"99","0",,L,"16402","2016",S,QA,"99",,L,"16402","2016",MA,"99",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",130.00,129.00,RUA EDUARDO MOURA,"54",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,"1","2021","-23,5983875","-46,3917031","0"
"RUA JOSE MARTINEZ, 211, SAO PAULO, SAO PAULO,  - BRASIL","245216456314000045","245","216","456314","00","0045",CT,CTI,"1",S,S,"99","0",,L,"16402","2016",S,QA,"99",,L,"16402","2016",MA,"99",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",230.00,134.00,RUA JOSE MARTINEZ,"211",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,"1","2021","-23,6017997","-46,3963513","0"
"RUA PALMIRO GRASSINI, 16, SAO PAULO, SAO PAULO,  - BRASIL","245214456365000020","245","214","456365","00","0020",CT,CTI,"1",S,S,"99","0",,L,"16402","2016",S,QA,"99",,L,"16402","2016",MA,"99",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",120.00,136.00,RUA PALMIRO GRASSINI,"16",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,"1","2021","-23,6025367","-46,3968129","0"
"RUA FERNANDO BONDAD, 26, SAO PAULO, SAO PAULO,  - BRASIL","245230473693000018","245","230","473693","00","0018",CT,CTI,"1",S,S,"99","0",,L,"16402","2016",S,QA,"99",,L,"16402","2016",MA,"99",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",100.00,131.00,RUA FERNANDO BONDAD,"26",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,"1","2021","-23,5989104","-46,3927064","0"
"RUA MANOEL RIOS, 45, SAO PAULO, SAO PAULO,  - BRASIL","245226456144000018","245","226","456144","00","0018",CT,CTI,"1",S,S,"99","0",,L,"16402","2016",S,QA,"99",,L,"16402","2016",MA,"99",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",80.00,128.00,RUA MANOEL RIOS,"45",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,"1","2021","-23,6003801","-46,3924112","0"
"RUA JOSE MARTINEZ, 145, SAO PAULO, SAO PAULO,  - BRASIL","245216456314000055","245","216","456314","00","0055",CT,CTI,"1",S,S,"99","0",,L,"16402","2016",S,QA,"99",,L,"16402","2016",MA,"99",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",60.00,81.00,RUA JOSE MARTINEZ,"145",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,"1","2021","-23,6015076","-46,3968986","0"
"RUA MANUEL PERDIGAO, 13, SAO PAULO, SAO PAULO,  - BRASIL","245227456136000024","245","227","456136","00","0024",CT,CTI,"2",S,S,"99","0",,L,"16402","2016",S,QA,"99",,L,"16402","2016",MA,"99",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",170.00,151.00,RUA MANUEL PERDIGAO,"13",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,"1","2021","-23,5998856","-46,3924409","0"
"RUA NENO VASCO, 87, SAO PAULO, SAO PAULO,  - BRASIL","245225456071000001","245","225","456071","00","0001",CT,CTI,"2",S,S,"99","0",,L,"16402","2016",S,QA,"99",,L,"16402","2016",MA,"99",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",200.00,132.00,RUA NENO VASCO,"87",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,"1","2021","-23,5996627","-46,3969714","0"
"RUA ENRICO BURZARCCHIELLO, 59, SAO PAULO, SAO PAULO,  - BRASIL","245228456128000016","245","228","456128","00","0016",CT,CTI,"1",S,S,"99","0",,L,"16402","2016",S,QA,"99",,L,"16402","2016",MA,"99",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",100.00,130.00,RUA ENRICO BURZARCCHIELLO,"59",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,"1","2021","-23,599483","-46,3920113","0"
"RUA MARIO SOBRAL, 142, SAO PAULO, SAO PAULO,  - BRASIL","245216456080000022","245","216","456080","00","0022",CT,CTI,"1",S,S,"99","0",,L,"16402","2016",S,QA,"99",,L,"16402","2016",MA,"99",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",150.00,127.00,RUA MARIO SOBRAL,"142",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,"1","2021","-23,6014568","-46,3965389","0"
"RUA PALMIRO GRASSINI, 91, SAO PAULO, SAO PAULO,  - BRASIL","245214456365000004","245","214","456365","00","0004",CT,CTI,"1",S,S,"99","0",,L,"16402","2016",S,QA,"99",,L,"16402","2016",MA,"99",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",230.00,140.00,RUA PALMIRO GRASSINI,"91",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,"1","2021","-23,603147","-46,397078","0"
"RUA EDUARDO MOURA, 73, SAO PAULO, SAO PAULO,  - BRASIL","245236456098000002","245","236","456098","00","0002",CT,CTI,"1",S,S,"99","0",,L,"16402","2016",S,QA,"99",,L,"16402","2016",MA,"99",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",210.00,128.00,RUA EDUARDO MOURA,"73",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,"1","2021","-23,5983597","-46,391522","0"
"RUA JOSE MARTINEZ, 158, SAO PAULO, SAO PAULO,  - BRASIL","245215456314000023","245","215","456314","00","0023",CT,CTI,"1",S,S,"99","0",,L,"16402","2016",S,QA,"99",,L,"16402","2016",MA,"99",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",70.00,136.00,RUA JOSE MARTINEZ,"158",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,"1","2021","-23,6017024","-46,3968979","0"
"RUA CARLOS DIAS, 54, SAO PAULO, SAO PAULO,  - BRASIL","245229456101000007","245","229","456101","00","0007",CT,CTI,"1",S,S,"99","0",,L,"16402","2016",S,QA,"99",,L,"16402","2016",MA,"99",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",150.00,131.00,RUA CARLOS DIAS,"54",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,"1","2021","-23,4742779","-46,6784505","0"
"RUA TERESA MARIA CARINI, 9, SAO PAULO, SAO PAULO,  - BRASIL","245213456357000014","245","213","456357","00","0014",CT,CTI,"2",S,S,"99","0",,L,"16402","2016",S,QA,"99",,L,"16402","2016",MA,"99",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",90.00,134.00,RUA TERESA MARIA CARINI,"9",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,"1","2021","-23,6022819","-46,3969704","0"
"RUA MARIO SOBRAL, 66, SAO PAULO, SAO PAULO,  - BRASIL","245216456080000010","245","216","456080","00","0010",CT,CTI,"1",S,S,"99","0",,L,"16402","2016",S,QA,"99",,L,"16402","2016",MA,"99",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",40.00,133.00,RUA MARIO SOBRAL,"66",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,"1","2021","-23,60105","-46,3970618","0"
"RUA FRANCISCO PAWLIK, 36, SAO PAULO, SAO PAULO,  - BRASIL","245217456225000005","245","217","456225","00","0005",CT,CTI,"1",S,S,"99","0",,L,"16402","2016",S,QA,"99",,L,"16402","2016",MA,"99",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",80.00,138.00,RUA FRANCISCO PAWLIK,"36",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,"1","2021","-23,6006075","-46,3967425","0"
"RUA PALMIRO GRASSINI, 120, SAO PAULO, SAO PAULO,  - BRASIL","245214456365000036","245","214","456365","00","0036",CT,CTI,"1",S,S,"99","0",,L,"16402","2016",S,QA,"99",,L,"16402","2016",MA,"99",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",120.00,104.00,RUA PALMIRO GRASSINI,"120",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,"1","2021","-23,6032001","-46,3972625","0"
"RUA GASTAO VALENTIM ANTUNES, 65, SAO PAULO, SAO PAULO,  - BRASIL","245229456110000016","245","229","456110","00","0016",CT,CTI,"1",S,S,"99","0",,L,"16402","2016",S,QA,"99",,L,"16402","2016",MA,"99",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",102.00,131.00,RUA GASTAO VALENTIM ANTUNES,"65",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,"1","2021","-23,5991517","-46,3918368","0"
"RUA TERESA MARIA CARINI, 30, SAO PAULO, SAO PAULO,  - BRASIL","245212456357000016","245","212","456357","00","0016",CT,CTI,"1",S,S,"99","0",,L,"16402","2016",S,QA,"99",,L,"16402","2016",MA,"99",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",180.00,135.00,RUA TERESA MARIA CARINI,"30",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,"1","2021","-23,602363","-46,3972061","0"
"RUA EDMUNDO ORIOLI, 25, SAO PAULO, SAO PAULO,  - BRASIL","245235456071000010","245","235","456071","00","0010",CT,CTI,"1",S,S,"99","0",,L,"16402","2016",S,QA,"99",,L,"16402","2016",MA,"99",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",150.00,203.00,RUA EDMUNDO ORIOLI,"25",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,"1","2021","-23,5982506","-46,3922942","0"
"RUA ACHILLE STEFANI, 161, SAO PAULO, SAO PAULO,  - BRASIL","245215456292000062","245","215","456292","00","0062",CT,CTI,"1",S,S,"99","0",,L,"16402","2016",S,QA,"99",,L,"16402","2016",MA,"99",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",61.00,133.00,RUA ACHILLE STEFANI,"161",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,"1","2021","-23,6017827","-46,3972111","0"
"RUA EMILIO ANGELINO, 107, SAO PAULO, SAO PAULO,  - BRASIL","245203456250000003","245","203","456250","00","0003",CT,CTI,"1",S,S,"99","0",,L,"16402","2016",S,QA,"99",,L,"16402","2016",MA,"99",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",200.00,137.00,RUA EMILIO ANGELINO,"107",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,"1","2021","-23,5998541","-46,3979573","0"
"RUA MARIO SOBRAL, 114, SAO PAULO, SAO PAULO,  - BRASIL","245216456080000018","245","216","456080","00","0018",CT,CTI,"1",S,S,"99","0",,L,"16402","2016",S,QA,"99",,L,"16402","2016",MA,"99",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",90.00,81.00,RUA MARIO SOBRAL,"114",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,"1","2021","-23,601256","-46,3967056","0"
"RUA TERESA MARIA CARINI, 46, SAO PAULO, SAO PAULO,  - BRASIL","245212456357000018","245","212","456357","00","0018",CT,CTI,"1",S,S,"99","0",,L,"16402","2016",S,QA,"99",,L,"16402","2016",MA,"99",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",200.00,135.00,RUA TERESA MARIA CARINI,"46",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,"1","2021","-23,6024613","-46,397291","0"
"RUA PALMIRO GRASSINI, 86, SAO PAULO, SAO PAULO,  - BRASIL","245213456365000026","245","213","456365","00","0026",CT,CTI,"1",S,S,"99","0",,L,"16402","2016",S,QA,"99",,L,"16402","2016",MA,"99",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",110.00,130.00,RUA PALMIRO GRASSINI,"86",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,"1","2021","-23,602968","-46,3971789","0"
"RUA CARLOS DIAS, 53, SAO PAULO, SAO PAULO,  - BRASIL","245237456101000016","245","237","456101","00","0016",CT,CTI,"1",S,S,"99","0",,L,"16402","2016",S,QA,"99",,L,"16402","2016",MA,"99",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",220.00,270.00,RUA CARLOS DIAS,"53",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,"1","2021","-23,4742515","-46,678192","0"
"RUA LOURENCO BENACCI, 59, SAO PAULO, SAO PAULO,  - BRASIL","245202456268000011","245","202","456268","00","0011",CT,CTI,"1",S,S,"99","0",,L,"16402","2016",S,QA,"99",,L,"16402","2016",MA,"99",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",120.00,131.00,RUA LOURENCO BENACCI,"59",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,"1","2021","-23,6004624","-46,3985837","0"
"RUA ACHILLE STEFANI, 107, SAO PAULO, SAO PAULO,  - BRASIL","245215456292000070","245","215","456292","00","0070",CT,CTI,"1",S,S,"99","0",,L,"16402","2016",S,QA,"99",,L,"16402","2016",MA,"99",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",150.00,129.00,RUA ACHILLE STEFANI,"107",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,"1","2021","-23,6015818","-46,3976128","0"
"RUA JOSE MARTINEZ, 238, SAO PAULO, SAO PAULO,  - BRASIL","245215456314000035","245","215","456314","00","0035",CT,CTI,"1",S,S,"99","0",,L,"16402","2016",S,QA,"99",,L,"16402","2016",MA,"99",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",100.00,132.00,RUA JOSE MARTINEZ,"238",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,"1","2021","-23,602165","-46,3963607","0"
"RUA MARIO SOBRAL, 20, SAO PAULO, SAO PAULO,  - BRASIL","245216456080000003","245","216","456080","00","0003",CT,CTI,"1",S,S,"99","0",,L,"16402","2016",S,QA,"99",,L,"16402","2016",MA,"99",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",84.00,130.00,RUA MARIO SOBRAL,"20",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,"1","2021","-23,600789","-46,3975236","0"
"RUA SALVADOR GILARDI, 57, SAO PAULO, SAO PAULO,  - BRASIL","245204456241000007","245","204","456241","00","0007",CT,CTI,"1",S,S,"99","0",,L,"16402","2016",S,QA,"99",,L,"16402","2016",MA,"99",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",180.00,133.00,RUA SALVADOR GILARDI,"57",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,"1","2021","-23,6001066","-46,3975882","0"
"RUA CARLOS DELOCCO, 11, SAO PAULO, SAO PAULO,  - BRASIL","245210456322000007","245","210","456322","00","0007",CT,CTI,"1",S,S,"99","0",,L,"16402","2016",S,QA,"99",,L,"16402","2016",MA,"99",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",77.00,132.00,RUA CARLOS DELOCCO,"11",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,"1","2021","-23,6014874","-46,3981357","0"
"RUA AUGUSTO ALTRO, 45, SAO PAULO, SAO PAULO,  - BRASIL","245212456349000005","245","212","456349","00","0005",CT,CTI,"1",S,S,"99","0",,L,"16402","2016",S,QA,"99",,L,"16402","2016",MA,"99",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",150.00,123.00,RUA AUGUSTO ALTRO,"45",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,"1","2021","-23,6023245","-46,3975611","0"
"RUA PAULO BADI, 59, SAO PAULO, SAO PAULO,  - BRASIL","245201456306000024","245","201","456306","00","0024",CT,CTI,"1",S,S,"99","0",,L,"16402","2016",S,QA,"99",,L,"16402","2016",MA,"99",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",90.00,126.00,RUA PAULO BADI,"59",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,"1","2021","-23,6002862","-46,3993525","0"
"RUA SILVERIO FONTES, 75, SAO PAULO, SAO PAULO,  - BRASIL","245223456195000009","245","223","456195","00","0009",CT,CTI,"1",S,S,"99","0",,L,"16402","2016",S,QA,"99",,L,"16402","2016",MA,"99",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",900.00,6991.00,RUA SILVERIO FONTES,"75",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,"1","2021","-23,6018724","-46,3925013","0"
"RUA CARLOS DIAS, 80, SAO PAULO, SAO PAULO,  - BRASIL","245229456101000013","245","229","456101","00","0013",CT,CTI,"1",S,S,"99","0",,L,"16402","2016",S,QA,"99",,L,"16402","2016",MA,"99",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",120.00,79.00,RUA CARLOS DIAS,"80",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,"1","2021","-23,4744474","-46,6784162","0"
"RUA LOURENCO BENACCI, 110, SAO PAULO, SAO PAULO,  - BRASIL","245203456268000022","245","203","456268","00","0022",CT,CTI,"1",S,S,"99","0",,L,"16402","2016",S,QA,"99",,L,"16402","2016",MA,"99",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",150.00,129.00,RUA LOURENCO BENACCI,"110",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,"1","2021","-23,5999585","-46,3984146","0"
"RUA JOSE MARTINEZ, 191, SAO PAULO, SAO PAULO,  - BRASIL","245216456314000048","245","216","456314","00","0048",CT,CTI,"1",S,S,"99","0",,L,"16402","2016",S,QA,"99",,L,"16402","2016",MA,"99",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",200.00,139.00,RUA JOSE MARTINEZ,"191",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,"1","2021","-23,6017978","-46,3965803","0"
