GEOCODE,ID,COD_SET_ZO,COD_QDR_ZO,COD_LOG_ZO,COD_CNDM_Z,COD_LOTE_Z,SGL_SUBP_E,SGL_DSTR_E,COD_TSTD_Z,IND_VRFC_E,IND_EXCL_I,SGL_ZONA_0,COD_PRMR_0,SGL_LNDR_0,COD_TIP_LE,COD_LEGC_0,ANO_LEGC_0,IND_ADCA_C,SGL_ZONA_1,COD_PRMR_1,SGL_LNDR_1,COD_TIP__1,COD_LEGC_1,ANO_LEGC_1,SGL_ZONA_2,COD_PRMR_2,SGL_LNDR_2,COD_TIP__2,COD_LEGC_2,ANO_LEGC_2,SGL_ZONA_3,COD_PRMR_3,SGL_LNDR_3,COD_TIP__3,COD_LEGC_3,ANO_LEGC_3,SGL_ZONA_4,COD_PRMR_4,SGL_LNDR_4,COD_TIP__4,COD_LEGC_4,ANO_LEGC_4,SGL_ZONA_5,COD_PRMR_5,SGL_LNDR_5,COD_TIP__5,COD_LEGC_5,ANO_LEGC_5,COD_AREA_C,COD_AREA_L,COD_END_LO,COD_NUM_PO,COD_SIT,VALOR_MET_,VALOR_ME_1,NUM_PAV,SGL_ZON_UR,ANO_CONST,IND_EXCL_O,TXT_OBS_01,NOME_CID_E,NOME_EST_E,NOME_PAIS_,REG_LIM_AD,COD_QUAD,COD_ANO,Lat_Y_,Long_X_,COND 
"RUA MANUEL RODRIGUES SANTIAGO, 109, SAO PAULO, SAO PAULO,  - BRASIL","192187167037000026","192","187","167037","00","0026",IT,IPA,"1",S,S,ZEIS-1,"0",,L,"16402","2016",S,QA,"9",,L,"16402","2016",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",113.00,113.00,RUA MANUEL RODRIGUES SANTIAGO,"109",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,,"1","2021","-23,512286","-46,3791523","0"
"RUA MICHEL LENZI, 38, SAO PAULO, SAO PAULO,  - BRASIL","192187450642000002","192","187","450642","00","0002",IT,IPA,"1",S,S,ZEIS-1,"0",,L,"16402","2016",S,QA,"9",,L,"16402","2016",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",230.00,115.00,RUA MICHEL LENZI,"38",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,,"1","2021","-23,5115975","-46,3794169","0"
"RUA MANUEL RODRIGUES SANTIAGO, 123, SAO PAULO, SAO PAULO,  - BRASIL","192187167037000033","192","187","167037","00","0033",IT,IPA,"1",S,S,ZEIS-1,"0",,L,"16402","2016",S,QA,"9",,L,"16402","2016",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",117.00,117.00,RUA MANUEL RODRIGUES SANTIAGO,"123",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,,"1","2021","-23,5119229","-46,3792476","0"
"RUA S ROBERTO, 135, SAO PAULO, SAO PAULO,  - BRASIL","059022172030000090","059","022","172030","00","0090",PE,PEN,"1",S,S,ZM,"0",,L,"16402","2016",S,QA,"2",,L,"16402","2016",MA,"8",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",118.00,118.00,RUA S ROBERTO,"135",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,,"1","2021","-23,5193433","-46,5256634","0"
"RUA CEL SILVA TAVARES, 27, SAO PAULO, SAO PAULO,  - BRASIL","054166181960000085","054","166","181960","00","0085",MO,TAT,"1",S,S,ZM,"0",,L,"16402","2016",S,QA,"6",,L,"16402","2016",MA,"2",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",121.00,85.00,RUA CEL SILVA TAVARES,"27",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,,"1","2021","-23,5498237","-46,5634291","0"
"AV DOIS (LOTEAMENTO NV PINHEIROS), , SAO PAULO, SAO PAULO,  - BRASIL","185165533033000007","185","165","533033","00","0007",BT,RTA,"1",S,S,ZMA,"0",,L,"16402","2016",S,QA,"12",,L,"16402","2016",MA,"5",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",0.00,2020.00,AV DOIS (LOTEAMENTO NV PINHEIROS),,D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,,"1","2021","-23,5645235","-46,6684122","0"
"RUA MANDERA, 177, SAO PAULO, SAO PAULO,  - BRASIL","051100125849000065","051","100","125849","00","0065",VP,VPR,"1",S,S,ZC,"0",,L,"16402","2016",S,QA,"6",,L,"16402","2016",MA,"2",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",103.00,100.00,RUA MANDERA,"177",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,,"1","2021","-23,6002905","-46,5659416","0"
"RUA MARTINS BONILHA, 4, SAO PAULO, SAO PAULO,  - BRASIL","032004136298000031","032","004","136298","00","0031",MO,MOO,"1",S,S,ZM,"0",,L,"16402","2016",S,QA,"6",,L,"16402","2016",MA,"2",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",138.00,121.00,RUA MARTINS BONILHA,"4",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,,"1","2021","-23,5600607","-46,5879713","0"
"RUA LEOPOLDO COUTO MAGALHAES JR, 912, SAO PAULO, SAO PAULO,  - BRASIL","299127117897000027","299","127","117897","00","0027",PI,IBI,"2",S,S,ZM,"0",,L,"16402","2016",S,QA,"4",,L,"16402","2016",MA,"12",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",2780.00,2445.00,RUA LEOPOLDO COUTO MAGALHAES JR,"912",R,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,,"1","2021","-23,5881652","-46,6814199","0"
"RUA PANONIA, 30, SAO PAULO, SAO PAULO,  - BRASIL","123083153893000086","123","083","153893","00","0086",BT,VSO,"1",S,S,ZM,"0",,L,"16402","2016",S,QA,"7",,L,"16402","2016",MA,"2",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",160.00,135.00,RUA PANONIA,"30",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,,"1","2021","-23,6024361","-46,7274413","0"
"RUA DA MOOCA, 3310, SAO PAULO, SAO PAULO,  - BRASIL","028010142131000151","028","010","142131","00","0151",MO,MOO,"1",S,S,ZM,"0",,L,"16402","2016",S,QA,"6",,L,"16402","2016",MA,"2",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",516.00,516.00,RUA DA MOOCA,"3310",R,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,,"1","2021","-23,5572292","-46,5933285","0"
"RUA BR DE JUPARANA, 211, SAO PAULO, SAO PAULO,  - BRASIL","044134113816000132","044","134","113816","00","0132",VP,VPR,"1",S,S,ZM,"0",,L,"16402","2016",S,QA,"6",,L,"16402","2016",MA,"2",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",104.00,100.00,RUA BR DE JUPARANA,"211",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,,"1","2021","-23,5904957","-46,5784763","0"
"RUA FERNAO ALBERNAZ, 138, SAO PAULO, SAO PAULO,  - BRASIL","058163070564000054","058","163","070564","00","0054",PE,VMT,"1",S,S,ZM,"0",,L,"16402","2016",S,QA,"6",,L,"16402","2016",MA,"2",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",74.00,72.00,RUA FERNAO ALBERNAZ,"138",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,,"1","2021","-23,5428442","-46,5135845","0"
"AV CONCEICAO, 5020, SAO PAULO, SAO PAULO,  - BRASIL","065070052043000287","065","070","052043","00","0287",MG,VMR,"1",S,S,ZC,"0",,L,"16402","2016",S,QA,"8",,L,"16402","2016",MA,"2",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",54.00,103.00,AV CONCEICAO,"5020",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,,"1","2021","-23,501021","-46,571525","0"
"RUA MANDERA, 500, SAO PAULO, SAO PAULO,  - BRASIL","051082125849000079","051","082","125849","00","0079",VP,VPR,"1",S,S,ZM,"0",,L,"16402","2016",S,QA,"6",,L,"16402","2016",MA,"2",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",80.00,77.00,RUA MANDERA,"500",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,,"1","2021","-23,6030185","-46,5671313","0"
"RUA ALVES GUIMARAES, , SAO PAULO, SAO PAULO,  - BRASIL","011069009210000420","011","069","009210","00","0420",PI,PIN,"6",S,S,ZEU,"0",,L,"16402","2016",S,QA,"5",,L,"16402","2016",MA,"1",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",0.00,224.00,RUA ALVES GUIMARAES,,D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,,"1","2021","-23,5556837","-46,6782927","0"
"RUA JONAS HERCULANO AQUINO, 55, SAO PAULO, SAO PAULO,  - BRASIL","101110705080000588","101","110","705080","00","0588",BT,BUT,"3",S,S,ZM,"0",,L,"16402","2016",S,QA,"5",,L,"16402","2016",MA,"1",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",128.00,84.00,RUA JONAS HERCULANO AQUINO,"55",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,,"1","2021","-23,5750315","-46,7342697","0"
"AV LUIZ FERREIRA DA SILVA, 219, SAO PAULO, SAO PAULO,  - BRASIL","102034202363000032","102","034","202363","00","0032",MO,ARA,"1",S,S,ZM,"0",,L,"16402","2016",S,QA,"6",,L,"16402","2016",MA,"2",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",136.00,76.00,AV LUIZ FERREIRA DA SILVA,"219",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,,"1","2021","-23,5745068","-46,5610958","0"
"RUA DO MOSTEIRO, 5, SAO PAULO, SAO PAULO,  - BRASIL","067180142743000066","067","180","142743","00","0066",ST,TUC,"1",S,S,ZM,"0",,L,"16402","2016",S,QA,"8",,L,"16402","2016",MA,"2",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",82.00,83.00,RUA DO MOSTEIRO,"5",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,,"1","2021","-23,4770411","-46,5886977","0"
"RUA ANACLETO, 95, SAO PAULO, SAO PAULO,  - BRASIL","068134012092000081","068","134","012092","00","0081",MG,VGL,"1",S,S,ZM,"0",,L,"16402","2016",S,QA,"8",,L,"16402","2016",MA,"1",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",155.00,104.00,RUA ANACLETO,"95",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,,"1","2021","-23,4929501","-46,5996052","0"
"RUA ALCANTARA, 1047, SAO PAULO, SAO PAULO,  - BRASIL","064177005410000060","064","177","005410","00","0060",MG,VMR,"2",S,S,ZC,"0",,L,"16402","2016",S,QA,"1",,L,"16402","2016",MA,"9",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",187.00,240.00,RUA ALCANTARA,"1047",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,,"1","2021","-23,5249099","-46,5890279","0"
"RUA A (LOTEAMENTO NV PINHEIROS), , SAO PAULO, SAO PAULO,  - BRASIL","185165533041000009","185","165","533041","00","0009",BT,RTA,"1",S,S,ZMA,"0",,L,"16402","2016",S,QA,"12",,L,"16402","2016",MA,"5",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",0.00,2242.00,RUA A (LOTEAMENTO NV PINHEIROS),,D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,,"1","2021","-23,561675","-46,6752641","0"
"RUA AUGUSTO GIL, 801, SAO PAULO, SAO PAULO,  - BRASIL","305148025410000001","305","148","025410","00","0001",CV,CAC,"1",S,S,ZM,"0",,L,"16402","2016",S,QA,"9",,L,"16402","2016",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",120.00,394.00,RUA AUGUSTO GIL,"801",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,,"1","2021","-23,4638491","-46,6615979","0"
"AV DIOGO GOMES CARNEIRO, , SAO PAULO, SAO PAULO,  - BRASIL","185165775312000004","185","165","775312","00","0004",BT,RTA,"1",S,S,ZMA,"0",,L,"16402","2016",S,QA,"12",,L,"16402","2016",MA,"5",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",0.00,2195.00,AV DIOGO GOMES CARNEIRO,,D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,,"1","2021","-23,5953805","-46,773124","0"
"RUA A (LOTEAMENTO NV PINHEIROS), , SAO PAULO, SAO PAULO,  - BRASIL","185165533041000016","185","165","533041","00","0016",BT,RTA,"1",S,S,ZMA,"0",,L,"16402","2016",S,QA,"12",,L,"16402","2016",MA,"5",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",0.00,2239.00,RUA A (LOTEAMENTO NV PINHEIROS),,D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,,"1","2021","-23,561675","-46,6752641","0"
"RUA ESTEVAO MELIO, 131, SAO PAULO, SAO PAULO,  - BRASIL","065010066877000151","065","010","066877","00","0151",MG,VMR,"1",S,S,ZM,"0",,L,"16402","2016",S,QA,"8",,L,"16402","2016",MA,"2",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",99.00,96.00,RUA ESTEVAO MELIO,"131",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,,"1","2021","-23,4976268","-46,579842","0"
"RUA MANUEL RODRIGUES SANTIAGO, 111, SAO PAULO, SAO PAULO,  - BRASIL","192187167037000027","192","187","167037","00","0027",IT,IPA,"1",S,S,ZEIS-1,"0",,L,"16402","2016",S,QA,"9",,L,"16402","2016",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",115.00,115.00,RUA MANUEL RODRIGUES SANTIAGO,"111",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,,"1","2021","-23,5122249","-46,379182","0"
"RUA MICHEL LENZI, 6, SAO PAULO, SAO PAULO,  - BRASIL","192187450642000018","192","187","450642","00","0018",IT,IPA,"1",S,S,ZEIS-1,"0",,L,"16402","2016",S,QA,"9",,L,"16402","2016",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",80.00,95.00,RUA MICHEL LENZI,"6",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,,"1","2021","-23,5125291","-46,3793525","0"
"AV MONTEMAGNO, 1117, SAO PAULO, SAO PAULO,  - BRASIL","053027141968000069","053","027","141968","00","0069",AR,VFO,"2",S,S,ZM,"0",,L,"16402","2016",S,QA,"6",,L,"16402","2016",MA,"2",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",2253.00,1405.00,AV MONTEMAGNO,"1117",R,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,,"1","2021","-23,5695692","-46,5543679","0"
"AV GUSTAVO ADOLFO, 600, SAO PAULO, SAO PAULO,  - BRASIL","068175085383000099","068","175","085383","00","0099",ST,TUC,"3",S,S,ZC,"0",,L,"16402","2016",S,QA,"8",,L,"16402","2016",MA,"2",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",1057.00,800.00,AV GUSTAVO ADOLFO,"600",R,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,,"1","2021","-23,4815819","-46,5937171","0"
"RUA B (LOTEAMENTO NV PINHEIROS), , SAO PAULO, SAO PAULO,  - BRASIL","185166533050000013","185","166","533050","00","0013",BT,RTA,"1",S,S,ZMA,"0",,L,"16402","2016",S,QA,"12",,L,"16402","2016",MA,"5",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",0.00,2268.00,RUA B (LOTEAMENTO NV PINHEIROS),,D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,,"1","2021","-23,561675","-46,6752641","0"
"RUA B (LOTEAMENTO NV PINHEIROS), , SAO PAULO, SAO PAULO,  - BRASIL","185167533050000009","185","167","533050","00","0009",BT,RTA,"2",S,S,ZMA,"0",,L,"16402","2016",S,QA,"12",,L,"16402","2016",MA,"5",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",0.00,2206.00,RUA B (LOTEAMENTO NV PINHEIROS),,D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,,"1","2021","-23,561675","-46,6752641","0"
"RUA ORDENACOES MANUELINAS, 233, SAO PAULO, SAO PAULO,  - BRASIL","123092150428000077","123","092","150428","00","0077",BT,VSO,"1",S,S,ZM,"0",,L,"16402","2016",S,QA,"7",,L,"16402","2016",MA,"2",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",125.00,125.00,RUA ORDENACOES MANUELINAS,"233",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,,"1","2021","-23,597963","-46,7281807","0"
"AV DOIS (LOTEAMENTO NV PINHEIROS), , SAO PAULO, SAO PAULO,  - BRASIL","185166533033000007","185","166","533033","00","0007",BT,RTA,"1",S,S,ZMA,"0",,L,"16402","2016",S,QA,"12",,L,"16402","2016",MA,"5",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",0.00,2130.00,AV DOIS (LOTEAMENTO NV PINHEIROS),,D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,,"1","2021","-23,5645235","-46,6684122","0"
"RUA CANTAREIRA, 101, SAO PAULO, SAO PAULO,  - BRASIL","226015517836000186","226","015","517836","00","0186",JT,TRE,"1",S,S,"99","0",,L,"16402","2016",S,QA,"99",,L,"16402","2016",MA,"99",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",20.00,113.00,RUA CANTAREIRA,"101",,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,,"1","2021","-23,5431919","-46,630816","0"
"RUA CANTAREIRA, 325, SAO PAULO, SAO PAULO,  - BRASIL","226015517836000143","226","015","517836","00","0143",JT,TRE,"1",S,S,"99","0",,L,"16402","2016",S,QA,"99",,L,"16402","2016",MA,"99",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",320.00,100.00,RUA CANTAREIRA,"325",,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,,"1","2021","-23,5412998","-46,6300866","0"
"RUA FRANCISCO DO AMARAL, 523, SAO PAULO, SAO PAULO,  - BRASIL","060151074276000059","060","151","074276","00","0059",PE,PEN,"1",S,S,ZM,"0",,L,"16402","2016",S,QA,"2",,L,"16402","2016",MA,"8",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",164.00,111.00,RUA FRANCISCO DO AMARAL,"523",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,,"1","2021","-23,5177802","-46,5384057","0"
"RUA ANA DO SACRAMENTO ANDRADE, 159, SAO PAULO, SAO PAULO,  - BRASIL","226015355224000133","226","015","355224","00","0133",JT,TRE,"1",S,S,"99","0",,L,"16402","2016",S,QA,"99",,L,"16402","2016",MA,"99",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",96.00,120.00,RUA ANA DO SACRAMENTO ANDRADE,"159",,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,,"1","2021","-23,4175062","-46,5831135","0"
"AV DOIS (LOTEAMENTO NV PINHEIROS), , SAO PAULO, SAO PAULO,  - BRASIL","185166533033000009","185","166","533033","00","0009",BT,RTA,"2",S,S,ZMA,"0",,L,"16402","2016",S,QA,"12",,L,"16402","2016",MA,"5",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",0.00,2333.00,AV DOIS (LOTEAMENTO NV PINHEIROS),,D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,,"1","2021","-23,5645235","-46,6684122","0"
"AV DOUTOR BENEDITO ESTEVAM DOS SANTOS, 1070, SAO PAULO, SAO PAULO,  - BRASIL","065010031534000150","065","010","031534","00","0150",MG,VMR,"1",S,S,ZM,"0",,L,"16402","2016",S,QA,"8",,L,"16402","2016",MA,"2",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",112.00,73.00,AV DOUTOR BENEDITO ESTEVAM DOS SANTOS,"1070",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,,"1","2021","-23,4975257","-46,5826042","0"
"AV DOUTOR BENEDITO ESTEVAM DOS SANTOS, 1052, SAO PAULO, SAO PAULO,  - BRASIL","065010031534000149","065","010","031534","00","0149",MG,VMR,"1",S,S,ZM,"0",,L,"16402","2016",S,QA,"8",,L,"16402","2016",MA,"2",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",106.00,69.00,AV DOUTOR BENEDITO ESTEVAM DOS SANTOS,"1052",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,,"1","2021","-23,4975711","-46,5826452","0"
"RUA ANA DO SACRAMENTO ANDRADE, 117, SAO PAULO, SAO PAULO,  - BRASIL","226015355224000123","226","015","355224","00","0123",JT,TRE,"1",S,S,"99","0",,L,"16402","2016",S,QA,"99",,L,"16402","2016",MA,"99",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",160.00,100.00,RUA ANA DO SACRAMENTO ANDRADE,"117",,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,,"1","2021","-23,4170979","-46,5833991","0"
"RUA CANTAREIRA, 125, SAO PAULO, SAO PAULO,  - BRASIL","226015517836000181","226","015","517836","00","0181",JT,TRE,"1",S,S,"99","0",,L,"16402","2016",S,QA,"99",,L,"16402","2016",MA,"99",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",247.00,103.00,RUA CANTAREIRA,"125",,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,,"1","2021","-23,5429929","-46,6307317","0"
"RUA MACAPARANA, 161, SAO PAULO, SAO PAULO,  - BRASIL","118100616591000043","118","100","616591","00","0043",VP,SLU,"2",S,S,ZM,"0",,L,"16402","2016",S,QA,"6",,L,"16402","2016",MA,"2",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",81.00,113.00,RUA MACAPARANA,"161",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,,"1","2021","-23,6025435","-46,5351395","0"
"RUA AUGUSTO GIL, 825, SAO PAULO, SAO PAULO,  - BRASIL","305148025410000003","305","148","025410","00","0003",CV,CAC,"1",S,S,ZM,"0",,L,"16402","2016",S,QA,"9",,L,"16402","2016",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",120.00,260.00,RUA AUGUSTO GIL,"825",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,,"1","2021","-23,4640088","-46,6615369","0"
"RUA JOAO BATISTA AFONSECA, 101, SAO PAULO, SAO PAULO,  - BRASIL","303035113131000069","303","035","113131","00","0069",AR,VFO,"1",S,S,ZM,"0",,L,"16402","2016",S,QA,"6",,L,"16402","2016",MA,"2",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",97.00,84.00,RUA JOAO BATISTA AFONSECA,"101",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,,"1","2021","-23,5764393","-46,5389527","0"
"RUA VLADIMIR JORGE, 348, SAO PAULO, SAO PAULO,  - BRASIL","031112031704000038","031","112","031704","00","0038",MO,MOO,"1",S,S,ZM,"0",,L,"16402","2016",S,QA,"6",,L,"16402","2016",MA,"2",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",264.00,200.00,RUA VLADIMIR JORGE,"348",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,,"1","2021","-23,5553885","-46,5860822","0"
"RUA ATALIBA NOGUEIRA, 90, SAO PAULO, SAO PAULO,  - BRASIL","148112024562000062","148","112","024562","00","0062",AR,ARI,"1",S,S,ZM,"0",,L,"16402","2016",S,QA,"6",,L,"16402","2016",MA,"2",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",72.00,67.00,RUA ATALIBA NOGUEIRA,"90",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,,"1","2021","-23,5799872","-46,5121261","0"
"RUA A (LOTEAMENTO NV PINHEIROS), , SAO PAULO, SAO PAULO,  - BRASIL","185165533041000010","185","165","533041","00","0010",BT,RTA,"1",S,S,ZMA,"0",,L,"16402","2016",S,QA,"12",,L,"16402","2016",MA,"5",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",0.00,2501.00,RUA A (LOTEAMENTO NV PINHEIROS),,D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,,"1","2021","-23,561675","-46,6752641","0"
"RUA B (LOTEAMENTO NV PINHEIROS), , SAO PAULO, SAO PAULO,  - BRASIL","185166533050000014","185","166","533050","00","0014",BT,RTA,"1",S,S,ZMA,"0",,L,"16402","2016",S,QA,"12",,L,"16402","2016",MA,"5",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",0.00,2305.00,RUA B (LOTEAMENTO NV PINHEIROS),,D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,,"1","2021","-23,561675","-46,6752641","0"
"RUA HENRIQUE BRAGLIA, 437, SAO PAULO, SAO PAULO,  - BRASIL","068015062251000334","068","015","062251","00","0334",ST,TUC,"1",S,S,ZEU,"0",,L,"16402","2016",S,QA,"8",,L,"16402","2016",MA,"2",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",131.00,87.00,RUA HENRIQUE BRAGLIA,"437",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,,"1","2021","-23,4893382","-46,6061978","0"
"RUA DONA ESCOLASTICA M. DA FONSECA, 1260, SAO PAULO, SAO PAULO,  - BRASIL","058157065951000034","058","157","065951","00","0034",PE,VMT,"1",S,S,ZC,"0",,L,"16402","2016",S,QA,"6",,L,"16402","2016",MA,"2",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",185.00,128.00,RUA DONA ESCOLASTICA M. DA FONSECA,"1260",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,BRASIL,,"1","2021","-23,5420822","-46,5221686","0"
