GEOCODE,ID,COD_SET_ZO,COD_QDR_ZO,COD_LOG_ZO,COD_CNDM_Z,COD_LOTE_Z,SGL_SUBP_E,SGL_DSTR_E,COD_TSTD_Z,IND_VRFC_E,IND_EXCL_I,SGL_ZONA_0,COD_PRMR_0,SGL_LNDR_0,COD_TIP_LE,COD_LEGC_0,ANO_LEGC_0,IND_ADCA_C,SGL_ZONA_1,COD_PRMR_1,SGL_LNDR_1,COD_TIP__1,COD_LEGC_1,ANO_LEGC_1,SGL_ZONA_2,COD_PRMR_2,SGL_LNDR_2,COD_TIP__2,COD_LEGC_2,ANO_LEGC_2,SGL_ZONA_3,COD_PRMR_3,SGL_LNDR_3,COD_TIP__3,COD_LEGC_3,ANO_LEGC_3,SGL_ZONA_4,COD_PRMR_4,SGL_LNDR_4,COD_TIP__4,COD_LEGC_4,ANO_LEGC_4,SGL_ZONA_5,COD_PRMR_5,SGL_LNDR_5,COD_TIP__5,COD_LEGC_5,ANO_LEGC_5,COD_AREA_C,COD_AREA_L,COD_END_LO,COD_NUM_PO,COD_SIT,VALOR_MET_,VALOR_ME_1,SGL_ZON_UR,ANO_CONST,IND_EXCL_O,TXT_OBS_01,NOME_CID_E,NOME_EST_E,NOME_PAIS_,REG_LIM_AD,COD_QUAD,COD_ANO,Lat_Y_,Long_X_,COND
"RUA RENATO PEREIRA, 11, SAO PAULO, SAO PAULO - BRASIL","151199785032001111","151","199","785032","00","1111",SM,SMT,"5",S,S,ZEIS-1,"0",,L,"16402","2016",S,QA,"10",,L,"16402","2016",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",320.00,107.00,RUA RENATO PEREIRA,"11",D,0.00,0.00,U,,,LOTE COM NUMERO APROXIMADO.,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,"3","2021","-23,6128089","-46,4568243","0"
"TRAVESSA MALVA PAVAO, 205, SAO PAULO, SAO PAULO - BRASIL","252064459054000020","252","064","459054","00","0020",SM,SRA,"1",S,S,ZEIS-1,"0",,L,"16402","2016",S,QA,"10",,L,"16402","2016",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",70.00,75.00,TRAVESSA MALVA PAVAO,"205",D,0.00,0.00,U,,,LOTE NOVO SEM FILIACAO.,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,"3","2021","-23,6337253","-46,4579561","0"
"TRAVESSA MALVA PAVAO, 193, SAO PAULO, SAO PAULO - BRASIL","252064459054000017","252","064","459054","00","0017",SM,SRA,"1",S,S,ZEIS-1,"0",,L,"16402","2016",S,QA,"10",,L,"16402","2016",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",180.00,101.00,TRAVESSA MALVA PAVAO,"193",D,0.00,0.00,U,,,LOTE NOVO SEM FILIACAO.,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,"3","2021","-23,6336506","-46,4579605","0"
"AVENIDA BASSANO DEL GRAPPA, 213, SAO PAULO, SAO PAULO - BRASIL","151199641529001113","151","199","641529","00","1113",SM,SMT,"1",S,S,ZEIS-1,"0",,L,"16402","2016",S,QA,"10",,L,"16402","2016",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",153.00,126.00,AVENIDA BASSANO DEL GRAPPA,"213",D,0.00,0.00,U,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,"3","2021","-23,6117787","-46,4558566","0"
"RUA INSCRICAO, 78, SAO PAULO, SAO PAULO - BRASIL","138054593397000085","138","054","593397","00","0085",IQ,ITQ,"1",S,S,ZM,"0",,L,"16402","2016",S,QA,"9",,L,"16402","2016",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",105.00,91.00,RUA INSCRICAO,"78",D,0.00,0.00,U,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,"3","2021","-23,5314468","-46,4382081","0"
"TRAVESSA CRAVO DIVINO, 336, SAO PAULO, SAO PAULO - BRASIL","252064459062000033","252","064","459062","00","0033",SM,SRA,"1",S,S,ZEIS-1,"0",,L,"16402","2016",S,QA,"10",,L,"16402","2016",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",130.00,105.00,TRAVESSA CRAVO DIVINO,"336",D,0.00,0.00,U,,,LOTE NOVO SEM FILIACAO.,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,"3","2021","-23,6336491","-46,4576262","0"
"RUA INSCRICAO, 74, SAO PAULO, SAO PAULO - BRASIL","138054593397000084","138","054","593397","00","0084",IQ,ITQ,"1",S,S,ZM,"0",,L,"16402","2016",S,QA,"9",,L,"16402","2016",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",90.00,91.00,RUA INSCRICAO,"74",D,0.00,0.00,U,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,"3","2021","-23,5314798","-46,4381952","0"
"TRAVESSA CRAVO DIVINO, 298, SAO PAULO, SAO PAULO - BRASIL","252064459062000043","252","064","459062","00","0043",SM,SRA,"1",S,S,ZEIS-1,"0",,L,"16402","2016",S,QA,"10",,L,"16402","2016",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",90.00,73.00,TRAVESSA CRAVO DIVINO,"298",D,0.00,0.00,U,,,LOTE NOVO SEM FILIACAO.,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,"3","2021","-23,6332857","-46,45766","0"
"RUA ENI MARIA DE SOUZA COIMBRA, 193, SAO PAULO, SAO PAULO - BRASIL","147264236667000066","147","264","236667","00","0066",IQ,CLD,"1",S,S,ZM,"0",,L,"16402","2016",S,QA,"9",,L,"16402","2016",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",50.00,150.00,RUA ENI MARIA DE SOUZA COIMBRA,"193",D,0.00,0.00,U,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,"3","2021","-23,5625696","-46,4879624","0"
"TRAVESSA ACREUNA, 124, SAO PAULO, SAO PAULO - BRASIL","252063459046000047","252","063","459046","00","0047",SM,SRA,"1",S,S,ZEIS-1,"0",,L,"16402","2016",S,QA,"10",,L,"16402","2016",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",140.00,70.00,TRAVESSA ACREUNA,"124",D,0.00,0.00,U,,,LOTE COM NUMERO APROXIMADO.,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,"3","2021","-23,6323307","-46,4583867","0"
"TRAVESSA CRAVO DIVINO, 282, SAO PAULO, SAO PAULO - BRASIL","252064459062000047","252","064","459062","00","0047",SM,SRA,"1",S,S,ZEIS-1,"0",,L,"16402","2016",S,QA,"10",,L,"16402","2016",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",110.00,74.00,TRAVESSA CRAVO DIVINO,"282",D,0.00,0.00,U,,,LOTE NOVO SEM FILIACAO.,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,"3","2021","-23,6331611","-46,4576224","0"
"TRAVESSA CRAVO DIVINO, 308, SAO PAULO, SAO PAULO - BRASIL","252064459062000040","252","064","459062","00","0040",SM,SRA,"1",S,S,ZEIS-1,"0",,L,"16402","2016",S,QA,"10",,L,"16402","2016",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",130.00,105.00,TRAVESSA CRAVO DIVINO,"308",D,0.00,0.00,U,,,LOTE NOVO SEM FILIACAO.,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,"3","2021","-23,6334307","-46,4576479","0"
"TRAVESSA MALVA PAVAO, 155, SAO PAULO, SAO PAULO - BRASIL","252064459054000007","252","064","459054","00","0007",SM,SRA,"1",S,S,ZEIS-1,"0",,L,"16402","2016",S,QA,"10",,L,"16402","2016",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",90.00,77.00,TRAVESSA MALVA PAVAO,"155",D,0.00,0.00,U,,,LOTE NOVO SEM FILIACAO.,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,"3","2021","-23,633256","-46,4579193","0"
"RUA PARANACITY, 482, SAO PAULO, SAO PAULO - BRASIL","112201154652000608","112","201","154652","00","0608",MP,JDH,"1",S,S,ZMA,"0",,L,"16402","2016",S,QA,"10",,L,"16402","2016",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",306.00,250.00,RUA PARANACITY,"482",D,0.00,0.00,U,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,"3","2021","-23,4893235","-46,4296793","0"
"TRAVESSA MALVA PAVAO, 147, SAO PAULO, SAO PAULO - BRASIL","252064459054000005","252","064","459054","00","0005",SM,SRA,"1",S,S,ZEIS-1,"0",,L,"16402","2016",S,QA,"10",,L,"16402","2016",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",110.00,73.00,TRAVESSA MALVA PAVAO,"147",D,0.00,0.00,U,,,LOTE NOVO SEM FILIACAO.,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,"3","2021","-23,6332222","-46,4579041","0"
"RUA MANOEL BRAZ FILHO, 145, SAO PAULO, SAO PAULO - BRASIL","111116639745000072","111","116","639745","00","0072",EM,PRA,"1",S,S,ZM,"0",,L,"16402","2016",S,QA,"6",,L,"16402","2016",MA,"2",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",110.00,120.00,RUA MANOEL BRAZ FILHO,"145",D,0.00,0.00,U,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,"3","2021","-23,5182256","-46,490637","0"
"TRAVESSA ACREUNA, 117, SAO PAULO, SAO PAULO - BRASIL","252069459046000013","252","069","459046","00","0013",SM,SRA,"1",S,S,ZEIS-1,"0",,L,"16402","2016",S,QA,"10",,L,"16402","2016",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",100.00,74.00,TRAVESSA ACREUNA,"117",D,0.00,0.00,U,,,LOTE NOVO SEM FILIACAO.,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,"3","2021","-23,6323042","-46,4581483","0"
"RUA ELISA MONTEIRO DE  BARROS CAVALCANTI, 267, SAO PAULO, SAO PAULO - BRASIL","146065719846000044","146","065","719846","00","0044",IQ,CLD,"1",S,S,ZEU,"0",,L,"16402","2016",S,QA,"9",,L,"16402","2016",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",126.00,91.00,RUA ELISA MONTEIRO DE  BARROS CAVALCANTI,"267",D,0.00,0.00,U,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,"3","2021","-23,5520165","-46,4964354","0"
"RUA BENTO VIEIRA DE CASTRO, 30, SAO PAULO, SAO PAULO - BRASIL","114253032476000028","114","253","032476","00","0028",IQ,ITQ,"1",S,S,ZEUP,"0",,L,"16402","2016",S,QA,"2",,L,"16402","2016",MA,"14",,L,"16050","2014",PI,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",50.00,62.00,RUA BENTO VIEIRA DE CASTRO,"30",D,0.00,0.00,U,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,"3","2021","-23,5300408","-46,4550308","0"
"RUA INSCRICAO, 62, SAO PAULO, SAO PAULO - BRASIL","138054593397000081","138","054","593397","00","0081",IQ,ITQ,"1",S,S,ZM,"0",,L,"16402","2016",S,QA,"9",,L,"16402","2016",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",90.00,91.00,RUA INSCRICAO,"62",D,0.00,0.00,U,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,"3","2021","-23,531573","-46,4381582","0"
"RUA BENTO VIEIRA DE CASTRO, 34, SAO PAULO, SAO PAULO - BRASIL","114253032476000027","114","253","032476","00","0027",IQ,ITQ,"1",S,S,ZEUP,"0",,L,"16402","2016",S,QA,"2",,L,"16402","2016",MA,"14",,L,"16050","2014",PI,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",51.00,63.00,RUA BENTO VIEIRA DE CASTRO,"34",D,0.00,0.00,U,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,"3","2021","-23,5300285","-46,4549984","0"
"TRAVESSA CRAVO DIVINO, 332, SAO PAULO, SAO PAULO - BRASIL","252064459062000034","252","064","459062","00","0034",SM,SRA,"1",S,S,ZEIS-1,"0",,L,"16402","2016",S,QA,"10",,L,"16402","2016",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",120.00,74.00,TRAVESSA CRAVO DIVINO,"332",D,0.00,0.00,U,,,LOTE NOVO SEM FILIACAO.,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,"3","2021","-23,6336301","-46,457663","0"
"TRAVESSA MALVA PAVAO, 209, SAO PAULO, SAO PAULO - BRASIL","252064459054000021","252","064","459054","00","0021",SM,SRA,"1",S,S,ZEIS-1,"0",,L,"16402","2016",S,QA,"10",,L,"16402","2016",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",90.00,73.00,TRAVESSA MALVA PAVAO,"209",D,0.00,0.00,U,,,LOTE NOVO SEM FILIACAO.,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,"3","2021","-23,6337434","-46,4579588","0"
"RUA EMMA BEATRIZ MARIA SOFFREDI, 230, SAO PAULO, SAO PAULO - BRASIL","152313676802000116","152","313","676802","00","0116",SM,SRA,"1",S,S,ZM,"0",,L,"16402","2016",S,QA,"9",,L,"16402","2016",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",241.00,152.00,RUA EMMA BEATRIZ MARIA SOFFREDI,"230",D,0.00,0.00,U,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,"3","2021","-23,6285437","-46,4678332","0"
"TRAVESSA MALVA PAVAO, 78, SAO PAULO, SAO PAULO - BRASIL","252069459054000025","252","069","459054","00","0025",SM,SRA,"1",S,S,ZEIS-1,"0",,L,"16402","2016",S,QA,"10",,L,"16402","2016",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",110.00,75.00,TRAVESSA MALVA PAVAO,"78",D,0.00,0.00,U,,,LOTE NOVO SEM FILIACAO.,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,"3","2021","-23,6326032","-46,4578515","0"
"TRAVESSA MEIRI, 166, SAO PAULO, SAO PAULO - BRASIL","252062459097000002","252","062","459097","00","0002",SM,SRA,"1",S,S,ZEIS-1,"0",,L,"16402","2016",S,QA,"10",,L,"16402","2016",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",90.00,79.00,TRAVESSA MEIRI,"166",D,0.00,0.00,U,,,LOTE COM NUMERO APROXIMADO.,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,"3","2021","-23,6322301","-46,456552","0"
"RUA ELISA MONTEIRO DE  BARROS CAVALCANTI, 269, SAO PAULO, SAO PAULO - BRASIL","146065719846000045","146","065","719846","00","0045",IQ,CLD,"1",S,S,ZEU,"0",,L,"16402","2016",S,QA,"9",,L,"16402","2016",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",118.00,86.00,RUA ELISA MONTEIRO DE  BARROS CAVALCANTI,"269",D,0.00,0.00,U,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,"3","2021","-23,5520489","-46,4965093","0"
"TRAVESSA DOS CARAIBEBES, 133, SAO PAULO, SAO PAULO - BRASIL","252063459038000011","252","063","459038","00","0011",SM,SRA,"1",S,S,ZEIS-1,"0",,L,"16402","2016",S,QA,"10",,L,"16402","2016",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",130.00,80.00,TRAVESSA DOS CARAIBEBES,"133",D,0.00,0.00,U,,,LOTE NOVO SEM FILIACAO.,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,"3","2021","-23,6326749","-46,4587446","0"
"TRAVESSA ACREUNA, 131, SAO PAULO, SAO PAULO - BRASIL","252069459046000017","252","069","459046","00","0017",SM,SRA,"1",S,S,ZEIS-1,"0",,L,"16402","2016",S,QA,"10",,L,"16402","2016",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",110.00,76.00,TRAVESSA ACREUNA,"131",D,0.00,0.00,U,,,LOTE NOVO SEM FILIACAO.,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,"3","2021","-23,6324529","-46,4581483","0"
"TRAVESSA DOS CARAIBEBES, 149, SAO PAULO, SAO PAULO - BRASIL","252063459038000015","252","063","459038","00","0015",SM,SRA,"1",S,S,ZEIS-1,"0",,L,"16402","2016",S,QA,"10",,L,"16402","2016",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",110.00,72.00,TRAVESSA DOS CARAIBEBES,"149",D,0.00,0.00,U,,,LOTE NOVO SEM FILIACAO.,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,"3","2021","-23,6327992","-46,4587681","0"
"TRAVESSA TEOFILO VARGAS, 34, SAO PAULO, SAO PAULO - BRASIL","252068399639000008","252","068","399639","00","0008",SM,SRA,"1",S,S,ZEIS-1,"0",,L,"16402","2016",S,QA,"10",,L,"16402","2016",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",65.00,75.00,TRAVESSA TEOFILO VARGAS,"34",D,0.00,0.00,U,,,LOTE NOVO SEM FILIACAO.,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,"3","2021","-23,6214698","-46,4557757","0"
"TRAVESSA MALVA PAVAO, 201, SAO PAULO, SAO PAULO - BRASIL","252064459054000019","252","064","459054","00","0019",SM,SRA,"1",S,S,ZEIS-1,"0",,L,"16402","2016",S,QA,"10",,L,"16402","2016",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",110.00,75.00,TRAVESSA MALVA PAVAO,"201",D,0.00,0.00,U,,,LOTE NOVO SEM FILIACAO.,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,"3","2021","-23,6337072","-46,4579535","0"
"TRAVESSA MALVA PAVAO, 167, SAO PAULO, SAO PAULO - BRASIL","252064459054000010","252","064","459054","00","0010",SM,SRA,"1",S,S,ZEIS-1,"0",,L,"16402","2016",S,QA,"10",,L,"16402","2016",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",130.00,77.00,TRAVESSA MALVA PAVAO,"167",D,0.00,0.00,U,,,LOTE NOVO SEM FILIACAO.,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,"3","2021","-23,633408","-46,4579041","0"
"RUA ANDRE DE ALMEIDA, 2160, SAO PAULO, SAO PAULO - BRASIL","241012013064000022","241","012","013064","00","0022",IQ,SMT,"1",S,S,ZEIS-5,"0",,L,"16402","2016",S,QA,"12",,L,"16402","2016",MA,"5",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",0.00,8467.00,RUA ANDRE DE ALMEIDA,"2160",D,0.00,0.00,U,,,LOTE COM NUMERO APROXIMADO.,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,"3","2021","-23,5968762","-46,4749975","0"
"TRAVESSA MALVA PAVAO, 139, SAO PAULO, SAO PAULO - BRASIL","252064459054000003","252","064","459054","00","0003",SM,SRA,"1",S,S,ZEIS-1,"0",,L,"16402","2016",S,QA,"10",,L,"16402","2016",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",90.00,75.00,TRAVESSA MALVA PAVAO,"139",D,0.00,0.00,U,,,LOTE NOVO SEM FILIACAO.,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,"3","2021","-23,6331164","-46,457847","0"
"TRAVESSA CRAVO DIVINO, 278, SAO PAULO, SAO PAULO - BRASIL","252064459062000048","252","064","459062","00","0048",SM,SRA,"2",S,S,ZEIS-1,"0",,L,"16402","2016",S,QA,"10",,L,"16402","2016",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",130.00,103.00,TRAVESSA CRAVO DIVINO,"278",D,0.00,0.00,U,,,LOTE NOVO SEM FILIACAO.,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,"3","2021","-23,6331303","-46,4575478","0"
"TRAVESSA CRAVO DIVINO, 324, SAO PAULO, SAO PAULO - BRASIL","252064459062000036","252","064","459062","00","0036",SM,SRA,"1",S,S,ZEIS-1,"0",,L,"16402","2016",S,QA,"10",,L,"16402","2016",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",120.00,75.00,TRAVESSA CRAVO DIVINO,"324",D,0.00,0.00,U,,,LOTE NOVO SEM FILIACAO.,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,"3","2021","-23,6335403","-46,4576976","0"
"TRAVESSA MALVA PAVAO, 151, SAO PAULO, SAO PAULO - BRASIL","252064459054000006","252","064","459054","00","0006",SM,SRA,"1",S,S,ZEIS-1,"0",,L,"16402","2016",S,QA,"10",,L,"16402","2016",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",85.00,71.00,TRAVESSA MALVA PAVAO,"151",D,0.00,0.00,U,,,LOTE NOVO SEM FILIACAO.,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,"3","2021","-23,6332595","-46,4579129","0"
"TRAVESSA MALVA PAVAO, 161, SAO PAULO, SAO PAULO - BRASIL","252064459054000009","252","064","459054","00","0009",SM,SRA,"1",S,S,ZEIS-1,"0",,L,"16402","2016",S,QA,"10",,L,"16402","2016",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",130.00,103.00,TRAVESSA MALVA PAVAO,"161",D,0.00,0.00,U,,,LOTE NOVO SEM FILIACAO.,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,"3","2021","-23,6333709","-46,4579041","0"
"RUA GOIATA, 461, SAO PAULO, SAO PAULO - BRASIL","138054306975000077","138","054","306975","00","0077",IQ,ITQ,"1",S,S,ZM,"0",,L,"16402","2016",S,QA,"9",,L,"16402","2016",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",90.00,91.00,RUA GOIATA,"461",D,0.00,0.00,U,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,"3","2021","-23,5313862","-46,4378642","0"
"RUA ANDRE DE ALMEIDA, 2186, SAO PAULO, SAO PAULO - BRASIL","241012013064000023","241","012","013064","00","0023",IQ,SMT,"1",S,S,ZEIS-5,"0",,L,"16402","2016",S,QA,"12",,L,"16402","2016",MA,"5",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",0.00,6419.00,RUA ANDRE DE ALMEIDA,"2186",D,0.00,0.00,U,,,LOTE COM NUMERO APROXIMADO.,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,"3","2021","-23,5970523","-46,4748097","0"
"RUA ENI MARIA DE SOUZA COIMBRA, 195, SAO PAULO, SAO PAULO - BRASIL","147264236667000067","147","264","236667","00","0067",IQ,CLD,"1",S,S,ZM,"0",,L,"16402","2016",S,QA,"9",,L,"16402","2016",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",215.00,150.00,RUA ENI MARIA DE SOUZA COIMBRA,"195",D,0.00,0.00,U,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,"3","2021","-23,562562","-46,4878211","0"
"TRAVESSA MALVA PAVAO, 131, SAO PAULO, SAO PAULO - BRASIL","252064459054000001","252","064","459054","00","0001",SM,SRA,"2",S,S,ZEIS-1,"0",,L,"16402","2016",S,QA,"10",,L,"16402","2016",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",150.00,105.00,TRAVESSA MALVA PAVAO,"131",D,0.00,0.00,U,,,LOTE NOVO SEM FILIACAO.,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,"3","2021","-23,6330131","-46,4579473","0"
"TRAVESSA CRAVO DIVINO, 352, SAO PAULO, SAO PAULO - BRASIL","252064459062000029","252","064","459062","00","0029",SM,SRA,"1",S,S,ZEIS-1,"0",,L,"16402","2016",S,QA,"10",,L,"16402","2016",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",90.00,71.00,TRAVESSA CRAVO DIVINO,"352",D,0.00,0.00,U,,,LOTE NOVO SEM FILIACAO.,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,"3","2021","-23,6337575","-46,457721","0"
"AVENIDA AGUIA DE HAIA, 1218, SAO PAULO, SAO PAULO - BRASIL","142101212539000041","142","101","212539","00","0041",IQ,ITQ,"2",S,S,ZC,"0",,L,"16402","2016",S,QA,"9",,L,"16402","2016",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",700.00,767.00,AVENIDA AGUIA DE HAIA,"1218",R,0.00,0.00,U,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,"3","2021","-23,5353542","-46,4739308","0"
"RUA CHAFARIZ DE PEDRA, 432, SAO PAULO, SAO PAULO - BRASIL","194048749737000040","194","048","749737","00","0040",SM,IGU,"1",S,S,ZMA,"0",,L,"16402","2016",S,ZEIS-2,"0",,L,"16402","2016",QA,"10",,L,"16402","2016",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",120.00,138.00,RUA CHAFARIZ DE PEDRA,"432",D,0.00,0.00,U,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,"3","2021","-23,6035515","-46,4555566","0"
"TRAVESSA CRAVO DIVINO, 316, SAO PAULO, SAO PAULO - BRASIL","252064459062000038","252","064","459062","00","0038",SM,SRA,"1",S,S,ZEIS-1,"0",,L,"16402","2016",S,QA,"10",,L,"16402","2016",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",90.00,74.00,TRAVESSA CRAVO DIVINO,"316",D,0.00,0.00,U,,,LOTE NOVO SEM FILIACAO.,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,"3","2021","-23,6334939","-46,4576608","0"
"RUA PARANACITY, 484, SAO PAULO, SAO PAULO - BRASIL","112201154652000609","112","201","154652","00","0609",MP,JDH,"1",S,S,ZMA,"0",,L,"16402","2016",S,QA,"10",,L,"16402","2016",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",151.00,250.00,RUA PARANACITY,"484",D,0.00,0.00,U,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,"3","2021","-23,4894295","-46,4295514","0"
"RUA GOIATA, 469, SAO PAULO, SAO PAULO - BRASIL","138054306975000079","138","054","306975","00","0079",IQ,ITQ,"1",S,S,ZM,"0",,L,"16402","2016",S,QA,"9",,L,"16402","2016",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",105.00,91.00,RUA GOIATA,"469",D,0.00,0.00,U,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,"3","2021","-23,5313389","-46,4378834","0"
