GEOCODE,ID,COD_SET_ZO,COD_QDR_ZO,COD_LOG_ZO,COD_CNDM_Z,COD_LOTE_Z,SGL_SUBP_E,SGL_DSTR_E,COD_TSTD_Z,IND_VRFC_E,IND_EXCL_I,SGL_ZONA_0,COD_PRMR_0,SGL_LNDR_0,COD_TIP_LE,COD_LEGC_0,ANO_LEGC_0,IND_ADCA_C,SGL_ZONA_1,COD_PRMR_1,SGL_LNDR_1,COD_TIP__1,COD_LEGC_1,ANO_LEGC_1,SGL_ZONA_2,COD_PRMR_2,SGL_LNDR_2,COD_TIP__2,COD_LEGC_2,ANO_LEGC_2,SGL_ZONA_3,COD_PRMR_3,SGL_LNDR_3,COD_TIP__3,COD_LEGC_3,ANO_LEGC_3,SGL_ZONA_4,COD_PRMR_4,SGL_LNDR_4,COD_TIP__4,COD_LEGC_4,ANO_LEGC_4,SGL_ZONA_5,COD_PRMR_5,SGL_LNDR_5,COD_TIP__5,COD_LEGC_5,ANO_LEGC_5,COD_AREA_C,COD_AREA_L,COD_END_LO,COD_NUM_PO,COD_SIT,VALOR_MET_,VALOR_ME_1,SGL_ZON_UR,ANO_CONST,IND_EXCL_O,TXT_OBS_01,NOME_CID_E,NOME_EST_E,NOME_PAIS_,REG_LIM_AD,COD_QUAD,COD_ANO,Lat_Y_,Long_X_,COND
"AV SABIA, 803, SAO PAULO, SAO PAULO - BRASIL","041060175641000106","041","060","175641","00","0106",VM,MOE,"2",S,S,ZM,"0",,,"0","0",S,QA,"4",,,"0","0",MA,"12",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",0.00,2162.00,AV SABIA,"803",R,0.00,0.00,U,,,LOTE COM ENDEREÃ‡O APROXIMADO,SAO PAULO,SAO PAULO,BRASIL,SUL-SUDESTE,"3",,"-23,6028256","-46,6621767","0"
"RUA OSSIAN TERCEIRO TELES, 346, SAO PAULO, SAO PAULO - BRASIL","090218124044000142","090","218","124044","00","0142",AD,CAD,"1",S,S,ZER 1,"0",,,"0","0",S,QA,"4",,,"0","0",MA,"15",,L,"16050","2014",PI,"1",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",528.00,523.00,RUA OSSIAN TERCEIRO TELES,"346",D,0.00,0.00,U,,,,SAO PAULO,SAO PAULO,BRASIL,SUL-SUDESTE,"3",,"-23,6521714","-46,6718732","0"
"RUA SEBASTIAO AFONSO DOS REIS, 436, SAO PAULO, SAO PAULO - BRASIL","122075749427000200","122","075","749427","00","0200",MB,JDS,"1",S,S,ZM,"0",,,"0","0",S,QA,"9",,,"0","0",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",170.00,148.00,RUA SEBASTIAO AFONSO DOS REIS,"436",D,0.00,0.00,U,,,,SAO PAULO,SAO PAULO,BRASIL,SUL-SUDESTE,"3",,"-23,650967","-46,7402329","0"
"RUA RIBEIRA DO VOUGA, 191, SAO PAULO, SAO PAULO - BRASIL","163073741000000056","163","073","741000","00","0056",SO,CDU,"1",S,S,ZMA,"0",,,"0","0",S,QA,"10",,,"0","0",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",146.00,125.00,RUA RIBEIRA DO VOUGA,"191",D,0.00,0.00,U,,,,SAO PAULO,SAO PAULO,BRASIL,SUL-SUDESTE,"3",,"-23,7345798","-46,7027298","0"
"RUA PAULINO VITAL DE MORAIS, 115, SAO PAULO, SAO PAULO - BRASIL","166055060909000082","166","055","060909","00","0082",CL,CRE,"2",S,S,ZEU,"0",,,"0","0",S,QA,"9",,,"0","0",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",306.00,360.00,RUA PAULINO VITAL DE MORAIS,"115",R,0.00,0.00,U,,,,SAO PAULO,SAO PAULO,BRASIL,SUL-SUDESTE,"3",,"-23,6602438","-46,765768","0"
"RUA ROBERTO MELLI, 50, SAO PAULO, SAO PAULO - BRASIL","049137141666000109","049","137","141666","00","0109",IP,CUR,"1",S,S,ZM,"0",,,"0","0",S,QA,"6",,,"0","0",MA,"2",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",55.00,150.00,RUA ROBERTO MELLI,"50",D,0.00,0.00,U,,,,SAO PAULO,SAO PAULO,BRASIL,SUL-SUDESTE,"3",,"-23,6298737","-46,6099707","0"
"RUA CHANDLESS, 194, SAO PAULO, SAO PAULO - BRASIL","169085133540000046","169","085","133540","00","0046",CL,CLM,"1",S,S,ZM,"0",,,"0","0",S,QA,"9",,,"0","0",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",90.00,103.00,RUA CHANDLESS,"194",D,0.00,0.00,U,,,,SAO PAULO,SAO PAULO,BRASIL,SUL-SUDESTE,"3",,"-23,6244431","-46,7586846","0"
"RUA ENGENHEIRO CAIO DIAS BATISTA, 56, SAO PAULO, SAO PAULO - BRASIL","161210110680000062","161","210","110680","00","0062",AD,PDR,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"12",,,"0","0",MA,"5",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",300.00,110.00,RUA ENGENHEIRO CAIO DIAS BATISTA,"56",D,0.00,0.00,U,,,,SAO PAULO,SAO PAULO,BRASIL,SUL-SUDESTE,"3",,"-23,71314","-46,6536955","0"
"RUA JOHN CROME, 34, SAO PAULO, SAO PAULO - BRASIL","157036629634000052","157","036","629634","00","0052",IP,SAC,"1",S,S,ZC,"0",,,"0","0",S,QA,"6",,,"0","0",MA,"2",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",135.00,299.00,RUA JOHN CROME,"34",D,0.00,0.00,U,,,,SAO PAULO,SAO PAULO,BRASIL,SUL-SUDESTE,"3",,"-23,6462259","-46,6108033","0"
"RUA ROBERTO MELLI, 54, SAO PAULO, SAO PAULO - BRASIL","049137141666000107","049","137","141666","00","0107",IP,CUR,"1",S,S,ZM,"0",,,"0","0",S,QA,"6",,,"0","0",MA,"2",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",300.00,180.00,RUA ROBERTO MELLI,"54",D,0.00,0.00,U,,,,SAO PAULO,SAO PAULO,BRASIL,SUL-SUDESTE,"3",,"-23,6298458","-46,6098669","0"
"RUA VINTE E UM, 28, SAO PAULO, SAO PAULO - BRASIL","161084791636000050","161","084","791636","00","0050",AD,PDR,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"10",,,"0","0",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",457.00,200.00,RUA VINTE E UM,"28",D,0.00,0.00,U,,,,SAO PAULO,SAO PAULO,BRASIL,SUL-SUDESTE,"3",,"-23,7109088","-46,6195389","0"
"RUA AMERICO BRASILIENSE, 1026, SAO PAULO, SAO PAULO - BRASIL","087124010855000049","087","124","010855","00","0049",SA,SAM,"1",S,S,ZM,"0",,,"0","0",S,QA,"7",,,"0","0",MA,"2",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",0.00,300.00,RUA AMERICO BRASILIENSE,"1026",D,0.00,0.00,U,,,,SAO PAULO,SAO PAULO,BRASIL,SUL-SUDESTE,"3",,"-23,6340732","-46,6971603","0"
"RUA ROBERTO MELLI, 52, SAO PAULO, SAO PAULO - BRASIL","049137141666000108","049","137","141666","00","0108",IP,CUR,"1",S,S,ZM,"0",,,"0","0",S,QA,"6",,,"0","0",MA,"2",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",110.00,150.00,RUA ROBERTO MELLI,"52",D,0.00,0.00,U,,,,SAO PAULO,SAO PAULO,BRASIL,SUL-SUDESTE,"3",,"-23,6298279","-46,6099124","0"
"RUA SORIANO FUERTES, 19, SAO PAULO, SAO PAULO - BRASIL","277007208981000018","277","007","208981","00","0018",PA,PLH,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"11",,,"0","0",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",180.00,132.00,RUA SORIANO FUERTES,"19",D,0.00,0.00,U,,,,SAO PAULO,SAO PAULO,BRASIL,SUL-SUDESTE,"3",,"-23,8194969","-46,7047357","0"
"RUA JOSE PEREIRA CRUZ, 573, SAO PAULO, SAO PAULO - BRASIL","157096518832002116","157","096","518832","00","2116",IP,SAC,"2",S,S,ZEIS-1,"0",,,"0","0",S,QA,"6",,,"0","0",MA,"2",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",561.00,883.00,RUA JOSE PEREIRA CRUZ,"573",D,0.00,0.00,U,,,LOTE COM ENDEREÃ‡O APROXIMADO,SAO PAULO,SAO PAULO,BRASIL,SUL-SUDESTE,"3",,"-23,6527741","-46,6047677","0"
"AV JOAO DIAS, 1713, SAO PAULO, SAO PAULO - BRASIL","087268102709000130","087","268","102709","00","0130",SA,SAM,"2",S,S,ZDE-2,"0",,,"0","0",S,QA,"4",,,"0","0",MA,"13",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",2946.00,4375.00,AV JOAO DIAS,"1713",R,0.00,0.00,U,,,,SAO PAULO,SAO PAULO,BRASIL,SUL-SUDESTE,"3",,"-23,6450999","-46,7169392","0"
"RUA JOHN CROME, 10, SAO PAULO, SAO PAULO - BRASIL","157036629634000054","157","036","629634","00","0054",IP,SAC,"1",S,S,ZC,"0",,,"0","0",S,QA,"6",,,"0","0",MA,"2",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",220.00,77.00,RUA JOHN CROME,"10",D,0.00,0.00,U,,,,SAO PAULO,SAO PAULO,BRASIL,SUL-SUDESTE,"3",,"-23,6461956","-46,6107469","0"
"RUA CABRAL DO NASCIMENTO, 545, SAO PAULO, SAO PAULO - BRASIL","164092679356000025","164","092","679356","00","0025",MB,JDA,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"10",,,"0","0",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",160.00,141.00,RUA CABRAL DO NASCIMENTO,"545",D,0.00,0.00,U,,,,SAO PAULO,SAO PAULO,BRASIL,SUL-SUDESTE,"3",,"-23,7015052","-46,7627029","0"
"RUA CD DE MONTE REAL, 246, SAO PAULO, SAO PAULO - BRASIL","281012386634000031","281","012","386634","00","0031",PA,PLH,"1",S,S,ZMA,"0",,,"0","0",S,QA,"11",,,"0","0",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",150.00,818.00,RUA CD DE MONTE REAL,"246",D,0.00,0.00,U,,,,SAO PAULO,SAO PAULO,BRASIL,SUL-SUDESTE,"3",,"-23,8332028","-46,7112812","0"
"AV SANTO AFONSO, 375, SAO PAULO, SAO PAULO - BRASIL","172179002550000128","172","179","002550","00","0128",AD,CAD,"2",S,S,ZEU,"0",,,"0","0",S,QA,"4",,,"0","0",MA,"15",,L,"16050","2014",PI,"1",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",703.00,1000.00,AV SANTO AFONSO,"375",R,0.00,0.00,U,,,,SAO PAULO,SAO PAULO,BRASIL,SUL-SUDESTE,"3",,"-23,6782302","-46,6441542","0"
"RUA MARIANA LUIZA DE JESUS, 350, SAO PAULO, SAO PAULO - BRASIL","282020209112000037","282","020","209112","00","0037",PA,PLH,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"11",,,"0","0",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",390.00,255.00,RUA MARIANA LUIZA DE JESUS,"350",D,0.00,0.00,U,,,,SAO PAULO,SAO PAULO,BRASIL,SUL-SUDESTE,"3",,"-23,8360819","-46,726727","0"
"RUA MACARI GRANDE, 701, SAO PAULO, SAO PAULO - BRASIL","179002130818000197","179","002","130818","00","0197",MB,JDA,"1",S,S,ZMA,"0",,,"0","0",S,QA,"10",,,"0","0",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",298.00,225.00,RUA MACARI GRANDE,"701",D,0.00,0.00,U,,,,SAO PAULO,SAO PAULO,BRASIL,SUL-SUDESTE,"3",,"-23,6988913","-46,7764893","0"
"RUA DILERMANDO REIS, 225, SAO PAULO, SAO PAULO - BRASIL","121083193046000097","121","083","193046","00","0097",SA,CGR,"1",S,S,ZM,"0",,,"0","0",S,QA,"7",,,"0","0",MA,"2",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",123.00,150.00,RUA DILERMANDO REIS,"225",D,0.00,0.00,U,,,,SAO PAULO,SAO PAULO,BRASIL,SUL-SUDESTE,"3",,"-23,6870586","-46,6727172","0"
"RUA JONATHAN SWIFT, 200, SAO PAULO, SAO PAULO - BRASIL","178024205745000060","178","024","205745","00","0060",SO,CDU,"1",S,S,ZMA,"0",,,"0","0",S,QA,"10",,,"0","0",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",275.00,109.00,RUA JONATHAN SWIFT,"200",D,0.00,0.00,U,,,,SAO PAULO,SAO PAULO,BRASIL,SUL-SUDESTE,"3",,"-23,7338","-46,7174261","0"
"RUA SERINGAL DO RIO VERDE, 824, SAO PAULO, SAO PAULO - BRASIL","179002611484000201","179","002","611484","00","0201",MB,JDA,"1",S,S,ZMA,"0",,,"0","0",S,QA,"10",,,"0","0",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",225.00,225.00,RUA SERINGAL DO RIO VERDE,"824",D,0.00,0.00,U,,,,SAO PAULO,SAO PAULO,BRASIL,SUL-SUDESTE,"3",,"-23,69919","-46,7774191","0"
"RUA CLARAIBA, 104, SAO PAULO, SAO PAULO - BRASIL","169081679623000122","169","081","679623","00","0122",CL,CLM,"1",S,S,ZM,"0",,,"0","0",S,QA,"9",,,"0","0",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",90.00,87.00,RUA CLARAIBA,"104",D,0.00,0.00,U,,,,SAO PAULO,SAO PAULO,BRASIL,SUL-SUDESTE,"3",,"-23,6240497","-46,7507434","0"
"RUA JAIME FREITAS MONIZ, 93, SAO PAULO, SAO PAULO - BRASIL","162181761664000041","162","181","761664","00","0041",SO,CDU,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"12",,,"0","0",MA,"5",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",215.00,185.00,RUA JAIME FREITAS MONIZ,"93",D,0.00,0.00,U,,,,SAO PAULO,SAO PAULO,BRASIL,SUL-SUDESTE,"3",,"-23,7201833","-46,6720939","0"
"RUA OSSIAN TERCEIRO TELES, 344, SAO PAULO, SAO PAULO - BRASIL","090218124044000141","090","218","124044","00","0141",AD,CAD,"1",S,S,ZER 1,"0",,,"0","0",S,QA,"4",,,"0","0",MA,"15",,L,"16050","2014",PI,"1",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",400.00,475.00,RUA OSSIAN TERCEIRO TELES,"344",D,0.00,0.00,U,,,,SAO PAULO,SAO PAULO,BRASIL,SUL-SUDESTE,"3",,"-23,6521984","-46,6716781","0"
"RUA JAIME FREITAS MONIZ, 17, SAO PAULO, SAO PAULO - BRASIL","162181761664000042","162","181","761664","00","0042",SO,CDU,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"12",,,"0","0",MA,"5",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",215.00,185.00,RUA JAIME FREITAS MONIZ,"17",D,0.00,0.00,U,,,,SAO PAULO,SAO PAULO,BRASIL,SUL-SUDESTE,"3",,"-23,720171","-46,672127","0"
"RUA CLARAIBA, 102, SAO PAULO, SAO PAULO - BRASIL","169081679623000123","169","081","679623","00","0123",CL,CLM,"1",S,S,ZM,"0",,,"0","0",S,QA,"9",,,"0","0",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",90.00,87.00,RUA CLARAIBA,"102",D,0.00,0.00,U,,,,SAO PAULO,SAO PAULO,BRASIL,SUL-SUDESTE,"3",,"-23,6239548","-46,7508203","0"
"RUA TASMANIA, 250, SAO PAULO, SAO PAULO - BRASIL","095359603007000083","095","359","603007","00","0083",SO,SOC,"1",S,S,ZER 1,"0",,,"0","0",S,QA,"12",,,"0","0",MA,"5",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",80.00,150.00,RUA TASMANIA,"250",D,0.00,0.00,U,,,,SAO PAULO,SAO PAULO,BRASIL,SUL-SUDESTE,"3",,"-23,6840361","-46,7150653","0"
"RUA JOSE JARDIM DA SILVEIRA, 140, SAO PAULO, SAO PAULO - BRASIL","090094034053001618","090","094","034053","00","1618",SA,CGR,"1",S,S,ZC,"0",,,"0","0",S,QA,"7",,,"0","0",MA,"2",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",0.00,1783.00,RUA JOSE JARDIM DA SILVEIRA,"140",D,0.00,0.00,U,,,LOTE COM ENDEREÃ‡O APROXIMADO,SAO PAULO,SAO PAULO,BRASIL,SUL-SUDESTE,"3",,"-23,6646797","-46,6896635","0"
"AV SARGENTO GERALDO SANTANA, 244, SAO PAULO, SAO PAULO - BRASIL","090094079170001617","090","094","079170","00","1617",SA,CGR,"2",S,S,ZC,"0",,,"0","0",S,QA,"7",,,"0","0",MA,"2",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",0.00,2906.00,AV SARGENTO GERALDO SANTANA,"244",D,0.00,0.00,U,,,,SAO PAULO,SAO PAULO,BRASIL,SUL-SUDESTE,"3",,"-23,6637288","-46,6886208","0"
"PRACA ANTONIO BENTO DE ANDRADE, 29, SAO PAULO, SAO PAULO - BRASIL","090125015830000033","090","125","015830","00","0033",SA,CGR,"1",S,S,ZM,"0",,,"0","0",S,QA,"7",,,"0","0",MA,"2",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",80.00,78.00,PRACA ANTONIO BENTO DE ANDRADE,"29",D,0.00,0.00,U,,,,SAO PAULO,SAO PAULO,BRASIL,SUL-SUDESTE,"3",,"-23,6761093","-46,6894399","0"
"PRACA ANTONIO BENTO DE ANDRADE, 35, SAO PAULO, SAO PAULO - BRASIL","090125015830000034","090","125","015830","00","0034",SA,CGR,"2",S,S,ZM,"0",,,"0","0",S,QA,"7",,,"0","0",MA,"2",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",88.00,85.00,PRACA ANTONIO BENTO DE ANDRADE,"35",D,0.00,0.00,U,,,,SAO PAULO,SAO PAULO,BRASIL,SUL-SUDESTE,"3",,"-23,676138","-46,6894341","0"
"RUA MAJOR CLAUDIANO, 83, SAO PAULO, SAO PAULO - BRASIL","090125050350000035","090","125","050350","00","0035",SA,CGR,"1",S,S,ZM,"0",,,"0","0",S,QA,"7",,,"0","0",MA,"2",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",85.00,79.00,RUA MAJOR CLAUDIANO,"83",D,0.00,0.00,U,,,,SAO PAULO,SAO PAULO,BRASIL,SUL-SUDESTE,"3",,"-23,6760683","-46,6895092","0"
"RUA MAJOR CLAUDIANO, 91, SAO PAULO, SAO PAULO - BRASIL","090125050350000036","090","125","050350","00","0036",SA,CGR,"1",S,S,ZM,"0",,,"0","0",S,QA,"7",,,"0","0",MA,"2",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",102.00,94.00,RUA MAJOR CLAUDIANO,"91",D,0.00,0.00,U,,,,SAO PAULO,SAO PAULO,BRASIL,SUL-SUDESTE,"3",,"-23,6760576","-46,689552","0"
"RUA EPIFANIA, 51, SAO PAULO, SAO PAULO - BRASIL","090147065196000027","090","147","065196","00","0027",SA,CGR,"1",S,S,ZM,"0",,,"0","0",S,QA,"4",,,"0","0",MA,"13",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",95.00,84.00,RUA EPIFANIA,"51",D,0.00,0.00,U,,,,SAO PAULO,SAO PAULO,BRASIL,SUL-SUDESTE,"3",,"-23,670169","-46,6927386","0"
"RUA EPIFANIA, 55, SAO PAULO, SAO PAULO - BRASIL","090147065196000028","090","147","065196","00","0028",SA,CGR,"1",S,S,ZM,"0",,,"0","0",S,QA,"4",,,"0","0",MA,"13",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",116.00,117.00,RUA EPIFANIA,"55",D,0.00,0.00,U,,,,SAO PAULO,SAO PAULO,BRASIL,SUL-SUDESTE,"3",,"-23,670128","-46,6927861","0"
"RUA CURIA, 287, SAO PAULO, SAO PAULO - BRASIL","121051056120000094","121","051","056120","00","0094",SA,CGR,"1",S,S,ZM,"0",,,"0","0",S,QA,"4",,,"0","0",MA,"13",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",162.00,120.00,RUA CURIA,"287",D,0.00,0.00,U,,,,SAO PAULO,SAO PAULO,BRASIL,SUL-SUDESTE,"3",,"-23,6860842","-46,6836266","0"
"AV DOS BANDEIRANTES, 5900, SAO PAULO, SAO PAULO - BRASIL","089503191000000004","089","503","191000","00","0004",VM,SAU,"3",S,S,ZCOR-3,"0",,,"0","0",S,QA,"4",,,"0","0",MA,"1",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",0.00,3150.00,AV DOS BANDEIRANTES,"5900",,0.00,0.00,U,,,,SAO PAULO,SAO PAULO,BRASIL,SUL-SUDESTE,"3",,"-23,6293002","-46,6481696","0"
"RUA JOSE BENEDITO SALINAS, 164, SAO PAULO, SAO PAULO - BRASIL","090093728772000030","090","093","728772","00","0030",SA,CGR,"1",S,S,ZM,"0",,,"0","0",S,QA,"4",,,"0","0",MA,"13",,L,"16050","2014",MA,"2",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",249.00,181.00,RUA JOSE BENEDITO SALINAS,"164",D,0.00,0.00,U,,,,SAO PAULO,SAO PAULO,BRASIL,SUL-SUDESTE,"3",,"-23,665016","-46,688512","0"
"RUA JOSE BENEDITO SALINAS, 164, SAO PAULO, SAO PAULO - BRASIL","090093728772000031","090","093","728772","00","0031",SA,CGR,"1",S,S,ZM,"0",,,"0","0",S,QA,"4",,,"0","0",MA,"13",,L,"16050","2014",MA,"2",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",249.00,181.00,RUA JOSE BENEDITO SALINAS,"164",D,0.00,0.00,U,,,,SAO PAULO,SAO PAULO,BRASIL,SUL-SUDESTE,"3",,"-23,665016","-46,688512","0"
"RUA DA PAZ, 1046, SAO PAULO, SAO PAULO - BRASIL","085349158062000035","085","349","158062","00","0035",SA,SAM,"2",S,S,ZM,"0",,,"0","0",S,QA,"7",,,"0","0",MA,"2",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",121.00,175.00,RUA DA PAZ,"1046",D,0.00,0.00,U,,,,SAO PAULO,SAO PAULO,BRASIL,SUL-SUDESTE,"3",,"-23,6312237","-46,6986983","0"
"RUA PIRES DE OLIVEIRA, 1302, SAO PAULO, SAO PAULO - BRASIL","085349163759000034","085","349","163759","00","0034",SA,SAM,"1",S,S,ZM,"0",,,"0","0",S,QA,"7",,,"0","0",MA,"2",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",125.00,125.00,RUA PIRES DE OLIVEIRA,"1302",D,0.00,0.00,U,,,,SAO PAULO,SAO PAULO,BRASIL,SUL-SUDESTE,"3",,"-23,6310296","-46,6985879","0"
"RUA AMARO GUERRA, 721, SAO PAULO, SAO PAULO - BRASIL","085664010219000076","085","664","010219","00","0076",SA,SAM,"2",S,S,ZM,"0",,,"0","0",S,QA,"4",,,"0","0",MA,"12",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",492.00,492.00,RUA AMARO GUERRA,"721",R,0.00,0.00,U,,,,SAO PAULO,SAO PAULO,BRASIL,SUL-SUDESTE,"3",,"-23,6284911","-46,7001862","0"
"ESTRADA AGUA SANTA, 5, SAO PAULO, SAO PAULO - BRASIL","161076003603000065","161","076","003603","00","0065",AD,PDR,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"10",,,"0","0",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",250.00,252.00,ESTRADA AGUA SANTA,"5",D,0.00,0.00,U,,,,SAO PAULO,SAO PAULO,BRASIL,SUL-SUDESTE,"3",,"-23,7081212","-46,6210094","0"
"RUA RITA JOANA DE SOUSA, 544, SAO PAULO, SAO PAULO - BRASIL","086058148164000051","086","058","148164","00","0051",SA,CBE,"2",S,S,ZEU,"0",,,"0","0",S,QA,"4",,,"0","0",MA,"1",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",0.00,5018.00,RUA RITA JOANA DE SOUSA,"544",R,0.00,0.00,U,,,,SAO PAULO,SAO PAULO,BRASIL,SUL-SUDESTE,"3",,"-23,6106386","-46,6763391","0"
"RUA DOMINGOS LOPES, 160, SAO PAULO, SAO PAULO - BRASIL","086097060380000025","086","097","060380","00","0025",SA,CBE,"2",S,S,ZEU,"0",,,"0","0",S,QA,"4",,,"0","0",MA,"1",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",0.00,3730.00,RUA DOMINGOS LOPES,"160",R,0.00,0.00,U,,,,SAO PAULO,SAO PAULO,BRASIL,SUL-SUDESTE,"3",,"-23,6150682","-46,6703564","0"
"RUA SEBASTIAO ANDRADE BONANI, 50, SAO PAULO, SAO PAULO - BRASIL","090339179124000009","090","339","179124","00","0009",AD,CAD,"1",S,S,ZEU,"0",,,"0","0",S,QA,"4",,,"0","0",MA,"15",,L,"16050","2014",PI,"1",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",216.00,120.00,RUA SEBASTIAO ANDRADE BONANI,"50",D,0.00,0.00,U,,,,SAO PAULO,SAO PAULO,BRASIL,SUL-SUDESTE,"3",,"-23,6539698","-46,669674","0"
"RUA SEBASTIAO ANDRADE BONANI, 48, SAO PAULO, SAO PAULO - BRASIL","090339179124000010","090","339","179124","00","0010",AD,CAD,"1",S,S,ZEU,"0",,,"0","0",S,QA,"4",,,"0","0",MA,"15",,L,"16050","2014",PI,"1",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",195.00,108.00,RUA SEBASTIAO ANDRADE BONANI,"48",D,0.00,0.00,U,,,,SAO PAULO,SAO PAULO,BRASIL,SUL-SUDESTE,"3",,"-23,6539676","-46,6695952","0"
"RUA NIDERAU FELIX MACHADO, 237, SAO PAULO, SAO PAULO - BRASIL","090398101052000053","090","398","101052","00","0053",SA,CGR,"1",S,S,ZM,"0",,,"0","0",S,QA,"7",,,"0","0",MA,"2",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",158.00,89.00,RUA NIDERAU FELIX MACHADO,"237",D,0.00,0.00,U,,,,SAO PAULO,SAO PAULO,BRASIL,SUL-SUDESTE,"3",,"-23,6710345","-46,6847292","0"
