GEOCODE,ID,COD_SET_ZO,COD_QDR_ZO,COD_LOG_ZO,COD_CNDM_Z,COD_LOTE_Z,SGL_SUBP_E,SGL_DSTR_E,COD_TSTD_Z,IND_VRFC_E,IND_EXCL_I,SGL_ZONA_0,COD_PRMR_0,SGL_LNDR_0,COD_TIP_LE,COD_LEGC_0,ANO_LEGC_0,IND_ADCA_C,SGL_ZONA_1,COD_PRMR_1,SGL_LNDR_1,COD_TIP__1,COD_LEGC_1,ANO_LEGC_1,SGL_ZONA_2,COD_PRMR_2,SGL_LNDR_2,COD_TIP__2,COD_LEGC_2,ANO_LEGC_2,SGL_ZONA_3,COD_PRMR_3,SGL_LNDR_3,COD_TIP__3,COD_LEGC_3,ANO_LEGC_3,SGL_ZONA_4,COD_PRMR_4,SGL_LNDR_4,COD_TIP__4,COD_LEGC_4,ANO_LEGC_4,SGL_ZONA_5,COD_PRMR_5,SGL_LNDR_5,COD_TIP__5,COD_LEGC_5,ANO_LEGC_5,COD_AREA_C,COD_AREA_L,COD_END_LO,COD_NUM_PO,COD_SIT,VALOR_MET_,VALOR_ME_M,NUM_PAV,SGL_ZON_UR,ANO_CONST,IND_EXCL_O,TXT_OBS_01,NOME_CID_E,NOME_EST_E,NOME_PAIS_,REG_LIM_AD,COD_QUAD,COD_ANO,Lat_Y_,Long_X_,COND
"RUA MANUEL FURTADO, 403, SAO PAULO, SAO PAULO - BRASIL","078528216798000010","078","528","2167","00","0010",PJ,PIR,"1",S,S,"99","0",,,"0","0",S,QA,"99",,L,"16402","2016",MA,"99",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",171.00,157.00,RUA MANUEL FURTADO,"403",D,0.00,0.00,,U,,,LOTE SEM GEOMETRIA NO GEOSAMPA.,SAO PAULO,SAO PAULO,BRASIL,NOROESTE,SEGUNDO QUADRIMESTRE,"2021","-23,4947611","-46,7207054","0"
"RUA MANUEL FURTADO, 413, SAO PAULO, SAO PAULO - BRASIL","078528216798000011","078","528","2167","00","0011",PJ,PIR,"1",S,S,"99","0",,,"0","0",S,QA,"99",,L,"16402","2016",MA,"99",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",200.00,157.00,RUA MANUEL FURTADO,"413",D,0.00,0.00,,U,,,LOTE SEM GEOMETRIA NO GEOSAMPA.,SAO PAULO,SAO PAULO,BRASIL,NOROESTE,SEGUNDO QUADRIMESTRE,"2021","-23,4947979","-46,720677","0"
"RUA MANUEL FURTADO, 415, SAO PAULO, SAO PAULO - BRASIL","078528216798000012","078","528","2167","00","0012",PJ,PIR,"1",S,S,"99","0",,,"0","0",S,QA,"99",,L,"16402","2016",MA,"99",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",200.00,157.00,RUA MANUEL FURTADO,"415",D,0.00,0.00,,U,,,LOTE SEM GEOMETRIA NO GEOSAMPA.,SAO PAULO,SAO PAULO,BRASIL,NOROESTE,SEGUNDO QUADRIMESTRE,"2021","-23,4948469","-46,7206298","0"
"RUA MANUEL FURTADO, 421, SAO PAULO, SAO PAULO - BRASIL","078528216798000013","078","528","2167","00","0013",PJ,PIR,"1",S,S,"99","0",,,"0","0",S,QA,"99",,L,"16402","2016",MA,"99",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",150.00,313.00,RUA MANUEL FURTADO,"421",D,0.00,0.00,,U,,,LOTE SEM GEOMETRIA NO GEOSAMPA.,SAO PAULO,SAO PAULO,BRASIL,NOROESTE,SEGUNDO QUADRIMESTRE,"2021","-23,4950458","-46,7206727","0"
"RUA MANUEL FURTADO, 435, SAO PAULO, SAO PAULO - BRASIL","078528216798000014","078","528","2167","00","0014",PJ,PIR,"1",S,S,"99","0",,,"0","0",S,QA,"99",,L,"16402","2016",MA,"99",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",95.00,157.00,RUA MANUEL FURTADO,"435",D,0.00,0.00,,U,,,LOTE SEM GEOMETRIA NO GEOSAMPA.,SAO PAULO,SAO PAULO,BRASIL,NOROESTE,SEGUNDO QUADRIMESTRE,"2021","-23,4949439","-46,7204788","0"
"RUA MANUEL FURTADO, 443, SAO PAULO, SAO PAULO - BRASIL","078528216798000015","078","528","2167","00","0015",PJ,PIR,"1",S,S,"99","0",,,"0","0",S,QA,"99",,L,"16402","2016",MA,"99",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",127.00,157.00,RUA MANUEL FURTADO,"443",D,0.00,0.00,,U,,,LOTE SEM GEOMETRIA NO GEOSAMPA.,SAO PAULO,SAO PAULO,BRASIL,NOROESTE,SEGUNDO QUADRIMESTRE,"2021","-23,4950807","-46,7205264","0"
"RUA MANUEL FURTADO, 447, SAO PAULO, SAO PAULO - BRASIL","078528216798000016","078","528","2167","00","0016",PJ,PIR,"1",S,S,"99","0",,,"0","0",S,QA,"99",,L,"16402","2016",MA,"99",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",143.00,125.00,RUA MANUEL FURTADO,"447",D,0.00,0.00,,U,,,LOTE SEM GEOMETRIA NO GEOSAMPA.,SAO PAULO,SAO PAULO,BRASIL,NOROESTE,SEGUNDO QUADRIMESTRE,"2021","-23,4950302","-46,7204316","0"
"RUA MANUEL FURTADO, 451, SAO PAULO, SAO PAULO - BRASIL","078528216798000017","078","528","2167","00","0017",PJ,PIR,"1",S,S,"99","0",,,"0","0",S,QA,"99",,L,"16402","2016",MA,"99",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",139.00,188.00,RUA MANUEL FURTADO,"451",D,0.00,0.00,,U,,,LOTE SEM GEOMETRIA NO GEOSAMPA.,SAO PAULO,SAO PAULO,BRASIL,NOROESTE,SEGUNDO QUADRIMESTRE,"2021","-23,4951043","-46,7204033","0"
"RUA MANUEL FURTADO, 461, SAO PAULO, SAO PAULO - BRASIL","078528216798000018","078","528","2167","00","0018",PJ,PIR,"1",S,S,"99","0",,,"0","0",S,QA,"99",,L,"16402","2016",MA,"99",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",108.00,157.00,RUA MANUEL FURTADO,"461",D,0.00,0.00,,U,,,LOTE SEM GEOMETRIA NO GEOSAMPA.,SAO PAULO,SAO PAULO,BRASIL,NOROESTE,SEGUNDO QUADRIMESTRE,"2021","-23,4951346","-46,7203561","0"
"RUA MANUEL FURTADO, 467, SAO PAULO, SAO PAULO - BRASIL","078528216798000019","078","528","2167","00","0019",PJ,PIR,"1",S,S,"99","0",,,"0","0",S,QA,"99",,L,"16402","2016",MA,"99",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",213.00,157.00,RUA MANUEL FURTADO,"467",D,0.00,0.00,,U,,,LOTE SEM GEOMETRIA NO GEOSAMPA.,SAO PAULO,SAO PAULO,BRASIL,NOROESTE,SEGUNDO QUADRIMESTRE,"2021","-23,4952186","-46,7203198","0"
"RUA MANUEL FURTADO, 475, SAO PAULO, SAO PAULO - BRASIL","078528216798000020","078","528","2167","00","0020",PJ,PIR,"1",S,S,"99","0",,,"0","0",S,QA,"99",,L,"16402","2016",MA,"99",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",216.00,157.00,RUA MANUEL FURTADO,"475",D,0.00,0.00,,U,,,LOTE SEM GEOMETRIA NO GEOSAMPA.,SAO PAULO,SAO PAULO,BRASIL,NOROESTE,SEGUNDO QUADRIMESTRE,"2021","-23,495283","-46,7203307","0"
"RUA MANUEL FURTADO, 477, SAO PAULO, SAO PAULO - BRASIL","078528216798000021","078","528","2167","00","0021",PJ,PIR,"1",S,S,"99","0",,,"0","0",S,QA,"99",,L,"16402","2016",MA,"99",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",150.00,157.00,RUA MANUEL FURTADO,"477",D,0.00,0.00,,U,,,LOTE SEM GEOMETRIA NO GEOSAMPA.,SAO PAULO,SAO PAULO,BRASIL,NOROESTE,SEGUNDO QUADRIMESTRE,"2021","-23,4952758","-46,7202522","0"
"RUA MANUEL FURTADO, 485, SAO PAULO, SAO PAULO - BRASIL","078528216798000022","078","528","2167","00","0022",PJ,PIR,"1",S,S,"99","0",,,"0","0",S,QA,"99",,L,"16402","2016",MA,"99",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",149.00,313.00,RUA MANUEL FURTADO,"485",D,0.00,0.00,,U,,,LOTE SEM GEOMETRIA NO GEOSAMPA.,SAO PAULO,SAO PAULO,BRASIL,NOROESTE,SEGUNDO QUADRIMESTRE,"2021","-23,4953114","-46,720139","0"
"RUA MANUEL FURTADO, 495, SAO PAULO, SAO PAULO - BRASIL","078528216798000023","078","528","2167","00","0023",PJ,PIR,"2",S,S,"99","0",,,"0","0",S,QA,"99",,L,"16402","2016",MA,"99",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",203.00,214.00,RUA MANUEL FURTADO,"495",D,0.00,0.00,,U,,,LOTE SEM GEOMETRIA NO GEOSAMPA.,SAO PAULO,SAO PAULO,BRASIL,NOROESTE,SEGUNDO QUADRIMESTRE,"2021","-23,4953729","-46,7201012","0"
"RUA FERDINANDO RUTINI, 553, SAO PAULO, SAO PAULO - BRASIL","078528283193000024","078","528","2831","00","0024",PJ,PIR,"1",S,S,"99","0",,,"0","0",S,QA,"99",,L,"16402","2016",MA,"99",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",60.00,110.00,RUA FERDINANDO RUTINI,"553",D,0.00,0.00,,U,,,LOTE SEM GEOMETRIA NO GEOSAMPA.,SAO PAULO,SAO PAULO,BRASIL,NOROESTE,SEGUNDO QUADRIMESTRE,"2021","-23,4953267","-46,7200042","0"
"RUA FERDINANDO RUTINI , 556 , SAO PAULO , SAO PAULO , BRASIL","078528283193000067","078","528","2831","00","0067",PJ,PI,"1",S,S,"99","0","0",,"0","0",S,QA,"99",,L,"16402","2016",MA,"99",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",120.00,257.00,RUA FERDINANDO RUTINI,"556",D,0.00,0.00,,U,,,LOTE SEM GEOMETRIA NO GEOSAMPA.,SAO PAULO,SAO PAULO,BRASIL,NOROESTE,"2","2021","-23,4955863","-46,7198765","0"
"RUA FERDINANDO RUTINI , 536 , SAO PAULO , SAO PAULO , BRASIL","078528283193000068","078","528","2831","00","0068",PJ,PI,"1",S,S,"99","0","0",,"0","0",S,QA,"99",,L,"16402","2016",MA,"99",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",300.00,252.00,RUA FERDINANDO RUTINI,"536",D,0.00,0.00,,U,,,LOTE SEM GEOMETRIA NO GEOSAMPA.,SAO PAULO,SAO PAULO,BRASIL,NOROESTE,"2","2021","-23,4956253","-46,7199898","0"
"RUA FERDINANDO RUTINI , 534 , SAO PAULO , SAO PAULO , BRASIL","078528283193000069","078","528","2831","00","0069",PJ,PI,"1",S,S,"99","0","0",,"0","0",S,QA,"99",,L,"16402","2016",MA,"99",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",120.00,126.00,RUA FERDINANDO RUTINI,"534",D,0.00,0.00,,U,,,LOTE SEM GEOMETRIA NO GEOSAMPA.,SAO PAULO,SAO PAULO,BRASIL,NOROESTE,"2","2021","-23,4956478","-46,7200614","0"
"RUA FERDINANDO RUTINI , 528 , SAO PAULO , SAO PAULO , BRASIL","078528283193000070","078","528","2831","00","0070",PJ,PI,"1",S,S,"99","0","0",,"0","0",S,QA,"99",,L,"16402","2016",MA,"99",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",120.00,126.00,RUA FERDINANDO RUTINI,"528",D,0.00,0.00,,U,,,LOTE SEM GEOMETRIA NO GEOSAMPA.,SAO PAULO,SAO PAULO,BRASIL,NOROESTE,"2","2021","-23,4956643","-46,7201031","0"
"RUA FERDINANDO RUTINI , 524 , SAO PAULO , SAO PAULO , BRASIL","078528283193000071","078","528","2831","00","0071",PJ,PI,"1",S,S,"99","0","0",,"0","0",S,QA,"99",,L,"16402","2016",MA,"99",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",164.00,126.00,RUA FERDINANDO RUTINI,"524",D,0.00,0.00,,U,,,LOTE SEM GEOMETRIA NO GEOSAMPA.,SAO PAULO,SAO PAULO,BRASIL,NOROESTE,"2","2021","-23,4956721","-46,7202069","0"
"RUA FERDINANDO RUTINI , 516 , SAO PAULO , SAO PAULO , BRASIL","078528283193000072","078","528","2831","00","0072",PJ,PI,"1",S,S,"99","0","0",,"0","0",S,QA,"99",,L,"16402","2016",MA,"99",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",145.00,126.00,RUA FERDINANDO RUTINI,"516",D,0.00,0.00,,U,,,LOTE SEM GEOMETRIA NO GEOSAMPA.,SAO PAULO,SAO PAULO,BRASIL,NOROESTE,"2","2021","-23,4956264","-46,7203378","0"
"RUA FERDINANDO RUTINI , 510 , SAO PAULO , SAO PAULO , BRASIL","078528283193000073","078","528","2831","00","0073",PJ,PI,"1",S,S,"99","0","0",,"0","0",S,QA,"99",,L,"16402","2016",MA,"99",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",120.00,126.00,RUA FERDINANDO RUTINI,"510",D,0.00,0.00,,U,,,LOTE SEM GEOMETRIA NO GEOSAMPA.,SAO PAULO,SAO PAULO,BRASIL,NOROESTE,"2","2021","-23,4956493","-46,7203493","0"
"RUA FERDINANDO RUTINI , 500 , SAO PAULO , SAO PAULO , BRASIL","078528283193000074","078","528","2831","00","0074",PJ,PI,"1",S,S,"99","0","0",,"0","0",S,QA,"99",,L,"16402","2016",MA,"99",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",100.00,126.00,RUA FERDINANDO RUTINI,"500",D,0.00,0.00,,U,,,LOTE SEM GEOMETRIA NO GEOSAMPA.,SAO PAULO,SAO PAULO,BRASIL,NOROESTE,"2","2021","-23,4957553","-46,7203674","0"
"RUA FERDINANDO RUTINI , 492 , SAO PAULO , SAO PAULO , BRASIL","078528283193000075","078","528","2831","00","0075",PJ,PI,"1",S,S,"99","0","0",,"0","0",S,QA,"99",,L,"16402","2016",MA,"99",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",110.00,153.00,RUA FERDINANDO RUTINI,"492",D,0.00,0.00,,U,,,LOTE SEM GEOMETRIA NO GEOSAMPA.,SAO PAULO,SAO PAULO,BRASIL,NOROESTE,"2","2021","-23,4956825","-46,7204807","0"
"RUA FERDINANDO RUTINI , 484 , SAO PAULO , SAO PAULO , BRASIL","078528283193000076","078","528","2831","00","0076",PJ,PI,"1",S,S,"99","0","0",,"0","0",S,QA,"99",,L,"16402","2016",MA,"99",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",140.00,153.00,RUA FERDINANDO RUTINI,"484",D,0.00,0.00,,U,,,LOTE SEM GEOMETRIA NO GEOSAMPA.,SAO PAULO,SAO PAULO,BRASIL,NOROESTE,"2","2021","-23,495711","-46,7205388","0"
"RUA FERDINANDO RUTINI , 470 , SAO PAULO , SAO PAULO , BRASIL","078528283193000077","078","528","2831","00","0077",PJ,PI,"1",S,S,"99","0","0",,"0","0",S,QA,"99",,L,"16402","2016",MA,"99",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",149.00,153.00,RUA FERDINANDO RUTINI,"470",D,0.00,0.00,,U,,,LOTE SEM GEOMETRIA NO GEOSAMPA.,SAO PAULO,SAO PAULO,BRASIL,NOROESTE,"2","2021","-23,4957965","-46,7206223","0"
"RUA FERDINANDO RUTINI , 470 , SAO PAULO , SAO PAULO , BRASIL","078528283193000078","078","528","2831","00","0078",PJ,PI,"1",S,S,"99","0","0",,"0","0",S,QA,"99",,L,"16402","2016",MA,"99",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",0.00,153.00,RUA FERDINANDO RUTINI,"470",D,0.00,0.00,,U,,,LOTE SEM GEOMETRIA NO GEOSAMPA.,SAO PAULO,SAO PAULO,BRASIL,NOROESTE,"2","2021","-23,4957965","-46,7206223","0"
"RUA FERDINANDO RUTINI , 458 , SAO PAULO , SAO PAULO , BRASIL","078528283193000079","078","528","2831","00","0079",PJ,PI,"1",S,S,"99","0","0",,"0","0",S,QA,"99",,L,"16402","2016",MA,"99",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",150.00,126.00,RUA FERDINANDO RUTINI,"458",D,0.00,0.00,,U,,,LOTE SEM GEOMETRIA NO GEOSAMPA.,SAO PAULO,SAO PAULO,BRASIL,NOROESTE,"2","2021","-23,4958854","-46,7207584","0"
"RUA FERDINANDO RUTINI , 448 , SAO PAULO , SAO PAULO , BRASIL","078528283193000080","078","528","2831","00","0080",PJ,PI,"1",S,S,"99","0","0",,"0","0",S,QA,"99",,L,"16402","2016",MA,"99",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",95.00,147.00,RUA FERDINANDO RUTINI,"448",D,0.00,0.00,,U,,,LOTE SEM GEOMETRIA NO GEOSAMPA.,SAO PAULO,SAO PAULO,BRASIL,NOROESTE,"2","2021","-23,4959049","-46,720815","0"
"RUA FERDINANDO RUTINI , 442 , SAO PAULO , SAO PAULO , BRASIL","078528283193000081","078","528","2831","00","0081",PJ,PI,"1",S,S,"99","0","0",,"0","0",S,QA,"99",,L,"16402","2016",MA,"99",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",120.00,126.00,RUA FERDINANDO RUTINI,"442",D,0.00,0.00,,U,,,LOTE SEM GEOMETRIA NO GEOSAMPA.,SAO PAULO,SAO PAULO,BRASIL,NOROESTE,"2","2021","-23,4959178","-46,7208652","0"
"RUA FERDINANDO RUTINI , 434 , SAO PAULO , SAO PAULO , BRASIL","078528283193000082","078","528","2831","00","0082",PJ,PI,"1",S,S,"99","0","0",,"0","0",S,QA,"99",,L,"16402","2016",MA,"99",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",140.00,126.00,RUA FERDINANDO RUTINI,"434",D,0.00,0.00,,U,,,LOTE SEM GEOMETRIA NO GEOSAMPA.,SAO PAULO,SAO PAULO,BRASIL,NOROESTE,"2","2021","-23,4959515","-46,7209202","0"
"RUA FERDINANDO RUTINI , 430 , SAO PAULO , SAO PAULO , BRASIL","078528283193000083","078","528","2831","00","0083",PJ,PI,"1",S,S,"99","0","0",,"0","0",S,QA,"99",,L,"16402","2016",MA,"99",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",104.00,90.00,RUA FERDINANDO RUTINI,"430",D,0.00,0.00,,U,,,LOTE SEM GEOMETRIA NO GEOSAMPA.,SAO PAULO,SAO PAULO,BRASIL,NOROESTE,"2","2021","-23,495969","-46,7209472","0"
"RUA FERDINANDO RUTINI , 426 , SAO PAULO , SAO PAULO , BRASIL","078528283193000084","078","528","2831","00","0084",PJ,PI,"1",S,S,"99","0","0",,"0","0",S,QA,"99",,L,"16402","2016",MA,"99",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",149.00,72.00,RUA FERDINANDO RUTINI,"426",D,0.00,0.00,,U,,,LOTE SEM GEOMETRIA NO GEOSAMPA.,SAO PAULO,SAO PAULO,BRASIL,NOROESTE,"2","2021","-23,4959665","-46,7210682","0"
"RUA FERDINANDO RUTINI , 85 , SAO PAULO , SAO PAULO , BRASIL","078528283193000085","078","528","2831","00","0085",PJ,PI,"1",S,S,"99","0","0",,"0","0",S,QA,"99",,L,"16402","2016",MA,"99",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",104.00,90.00,RUA FERDINANDO RUTINI,"85",D,0.00,0.00,,U,,,LOTE SEM GEOMETRIA NO GEOSAMPA.,SAO PAULO,SAO PAULO,BRASIL,NOROESTE,"2","2021","-23,4974449","-46,7239438","0"
"RUA FERDINANDO RUTINI , 400 , SAO PAULO , SAO PAULO , BRASIL","078528283193000086","078","528","2831","00","0086",PJ,PI,"1",S,S,"99","0","0",,"0","0",S,QA,"99",,L,"16402","2016",MA,"99",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",173.00,126.00,RUA FERDINANDO RUTINI,"400",D,0.00,0.00,,U,,,LOTE SEM GEOMETRIA NO GEOSAMPA.,SAO PAULO,SAO PAULO,BRASIL,NOROESTE,"2","2021","-23,4960985","-46,7211693","0"
"RUA FERDINANDO RUTINI , 404 , SAO PAULO , SAO PAULO , BRASIL","078528283193000087","078","528","2831","00","0087",PJ,PI,"1",S,S,"99","0","0",,"0","0",S,QA,"99",,L,"16402","2016",MA,"99",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",209.00,126.00,RUA FERDINANDO RUTINI,"404",D,0.00,0.00,,U,,,LOTE SEM GEOMETRIA NO GEOSAMPA.,SAO PAULO,SAO PAULO,BRASIL,NOROESTE,"2","2021","-23,4960878","-46,7211673","0"
"RUA FERDINANDO RUTINI , 396 , SAO PAULO , SAO PAULO , BRASIL","078528283193000088","078","528","2831","00","0088",PJ,PI,"1",S,S,"99","0","0",,"0","0",S,QA,"99",,L,"16402","2016",MA,"99",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",120.00,92.00,RUA FERDINANDO RUTINI,"396",D,0.00,0.00,,U,,,LOTE SEM GEOMETRIA NO GEOSAMPA.,SAO PAULO,SAO PAULO,BRASIL,NOROESTE,"2","2021","-23,4960887","-46,7211856","0"
"RUA FERDINANDO RUTINI , 392 , SAO PAULO , SAO PAULO , BRASIL","078528283193000089","078","528","2831","00","0089",PJ,PI,"1",S,S,"99","0","0",,"0","0",S,QA,"99",,L,"16402","2016",MA,"99",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",120.00,84.00,RUA FERDINANDO RUTINI,"392",D,0.00,0.00,,U,,,LOTE SEM GEOMETRIA NO GEOSAMPA.,SAO PAULO,SAO PAULO,BRASIL,NOROESTE,"2","2021","-23,4961718","-46,7212115","0"
"RUA FERDINANDO RUTINI , 386 , SAO PAULO , SAO PAULO , BRASIL","078528283193000090","078","528","2831","00","0090",PJ,PI,"1",S,S,"99","0","0",,"0","0",S,QA,"99",,L,"16402","2016",MA,"99",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",120.00,92.00,RUA FERDINANDO RUTINI,"386",D,0.00,0.00,,U,,,LOTE SEM GEOMETRIA NO GEOSAMPA.,SAO PAULO,SAO PAULO,BRASIL,NOROESTE,"2","2021","-23,4961978","-46,721287","0"
"RUA FERDINANDO RUTINI , 366 , SAO PAULO , SAO PAULO , BRASIL","078528283193000092","078","528","2831","00","0092",PJ,PI,"1",S,S,"99","0","0",,"0","0",S,QA,"99",,L,"16402","2016",MA,"99",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",130.00,126.00,RUA FERDINANDO RUTINI,"366",D,0.00,0.00,,U,,,LOTE SEM GEOMETRIA NO GEOSAMPA.,SAO PAULO,SAO PAULO,BRASIL,NOROESTE,"2","2021","-23,4963252","-46,7214947","0"
"RUA FERDINANDO RUTINI , 358 , SAO PAULO , SAO PAULO , BRASIL","078528283193000093","078","528","2831","00","0093",PJ,PI,"1",S,S,"99","0","0",,"0","0",S,QA,"99",,L,"16402","2016",MA,"99",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",147.00,126.00,RUA FERDINANDO RUTINI,"358",D,0.00,0.00,,U,,,LOTE SEM GEOMETRIA NO GEOSAMPA.,SAO PAULO,SAO PAULO,BRASIL,NOROESTE,"2","2021","-23,496317","-46,7215421","0"
"RUA FERDINANDO RUTINI , 352 , SAO PAULO , SAO PAULO , BRASIL","078528283193000094","078","528","2831","00","0094",PJ,PI,"1",S,S,"99","0","0",,"0","0",S,QA,"99",,L,"16402","2016",MA,"99",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",149.00,126.00,RUA FERDINANDO RUTINI,"352",D,0.00,0.00,,U,,,LOTE SEM GEOMETRIA NO GEOSAMPA.,SAO PAULO,SAO PAULO,BRASIL,NOROESTE,"2","2021","-23,4963755","-46,7215325","0"
"RUA FERDINANDO RUTINI , 340 , SAO PAULO , SAO PAULO , BRASIL","078528283193000095","078","528","2831","00","0095",PJ,PI,"1",S,S,"99","0","0",,"0","0",S,QA,"99",,L,"16402","2016",MA,"99",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",220.00,147.00,RUA FERDINANDO RUTINI,"340",D,0.00,0.00,,U,,,LOTE SEM GEOMETRIA NO GEOSAMPA.,SAO PAULO,SAO PAULO,BRASIL,NOROESTE,"2","2021","-23,4964396","-46,7216646","0"
"RUA FERDINANDO RUTINI , 338 , SAO PAULO , SAO PAULO , BRASIL","078528283193000096","078","528","2831","00","0096",PJ,PI,"1",S,S,"99","0","0",,"0","0",S,QA,"99",,L,"16402","2016",MA,"99",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",90.00,147.00,RUA FERDINANDO RUTINI,"338",D,0.00,0.00,,U,,,LOTE SEM GEOMETRIA NO GEOSAMPA.,SAO PAULO,SAO PAULO,BRASIL,NOROESTE,"2","2021","-23,49641","-46,7217003","0"
"RUA FERDINANDO RUTINI , 330 , SAO PAULO , SAO PAULO , BRASIL","078528283193000097","078","528","2831","00","0097",PJ,PI,"1",S,S,"99","0","0",,"0","0",S,QA,"99",,L,"16402","2016",MA,"99",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",112.00,126.00,RUA FERDINANDO RUTINI,"330",D,0.00,0.00,,U,,,LOTE SEM GEOMETRIA NO GEOSAMPA.,SAO PAULO,SAO PAULO,BRASIL,NOROESTE,"2","2021","-23,4964531","-46,7217307","0"
"RUA FERDINANDO RUTINI , 320 , SAO PAULO , SAO PAULO , BRASIL","078528283193000098","078","528","2831","00","0098",PJ,PI,"1",S,S,"99","0","0",,"0","0",S,QA,"99",,L,"16402","2016",MA,"99",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",160.00,147.00,RUA FERDINANDO RUTINI,"320",D,0.00,0.00,,U,,,LOTE SEM GEOMETRIA NO GEOSAMPA.,SAO PAULO,SAO PAULO,BRASIL,NOROESTE,"2","2021","-23,4965662","-46,7218157","0"
"RUA FERDINANDO RUTINI , 312 , SAO PAULO , SAO PAULO , BRASIL","078528283193000099","078","528","2831","00","0099",PJ,PI,"1",S,S,"99","0","0",,"0","0",S,QA,"99",,L,"16402","2016",MA,"99",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",150.00,252.00,RUA FERDINANDO RUTINI,"312",D,0.00,0.00,,U,,,LOTE SEM GEOMETRIA NO GEOSAMPA.,SAO PAULO,SAO PAULO,BRASIL,NOROESTE,"2","2021","-23,4965926","-46,7219195","0"
