GEOCODE,ID,COD_SET_ZO,COD_QDR_ZO,COD_LOG_ZO,COD_CNDM_Z,COD_LOTE_Z,SGL_SUBP_E,SGL_DSTR_E,COD_TSTD_Z,IND_VRFC_E,IND_EXCL_I,SGL_ZONA_0,COD_PRMR_0,SGL_LNDR_0,COD_TIP_LE,COD_LEGC_0,ANO_LEGC_0,IND_ADCA_C,SGL_ZONA_1,COD_PRMR_1,SGL_LNDR_1,COD_TIP__1,COD_LEGC_1,ANO_LEGC_1,SGL_ZONA_2,COD_PRMR_2,SGL_LNDR_2,COD_TIP__2,COD_LEGC_2,ANO_LEGC_2,SGL_ZONA_3,COD_PRMR_3,SGL_LNDR_3,COD_TIP__3,COD_LEGC_3,ANO_LEGC_3,SGL_ZONA_4,COD_PRMR_4,SGL_LNDR_4,COD_TIP__4,COD_LEGC_4,ANO_LEGC_4,SGL_ZONA_5,COD_PRMR_5,SGL_LNDR_5,COD_TIP__5,COD_LEGC_5,ANO_LEGC_5,COD_AREA_C,COD_AREA_L,COD_END_LO,COD_NUM_PO,COD_SIT,VALOR_MET_,VALOR_ME_M,NUM_PAV,SGL_ZON_UR,ANO_CONST,IND_EXCL_O,TXT_OBS_01,NOME_CID_E,NOME_EST_E,NOME_PAIS_,REG_LIM_AD,COD_QUAD,COD_ANO,Lat_Y_,Long_X_,COND
"RUA CRISTOVAO BENITEZ, 90,
SAO PAULO, SAO PAULO - BRASIL","192190450588000007","192","190","4505","00","0007",IT,IPA,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"9",,L,"16402","2016",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",150.00,125.00,RUA CRISTOVAO BENITEZ,"90",,0.00,0.00,,U,,,LOTE NOVO SEM FILIACAO.,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,,"2021","-23,5134711","-46,3813576","0"
"RUA CRISTOVAO BENITEZ, 91,
SAO PAULO, SAO PAULO - BRASIL","192190450588000008","192","190","4505","00","0008",IT,IPA,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"9",,L,"16402","2016",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",101.00,126.00,RUA CRISTOVAO BENITEZ,"91",,0.00,0.00,,U,,,LOTE NOVO SEM FILIACAO.,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,,"2021","-23,5134348","-46,381218","0"
"RUA CRISTOVAO BENITEZ, 92,
SAO PAULO, SAO PAULO - BRASIL","192190450588000009","192","190","4505","00","0009",IT,IPA,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"9",,L,"16402","2016",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",197.00,123.00,RUA CRISTOVAO BENITEZ,"92",,0.00,0.00,,U,,,LOTE NOVO SEM FILIACAO.,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,,"2021","-23,5134079","-46,3812386","0"
"RUA CRISTOVAO BENITEZ, 93,
SAO PAULO, SAO PAULO - BRASIL","192190450588000010","192","190","4505","00","0010",IT,IPA,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"9",,L,"16402","2016",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",102.00,127.00,RUA CRISTOVAO BENITEZ,"93",,0.00,0.00,,U,,,LOTE NOVO SEM FILIACAO.,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,,"2021","-23,5133586","-46,3811995","0"
"RUA CRISTOVAO BENITEZ, 94,
SAO PAULO, SAO PAULO - BRASIL","192190450588000011","192","190","4505","00","0011",IT,IPA,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"9",,L,"16402","2016",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",99.00,124.00,RUA CRISTOVAO BENITEZ,"94",,0.00,0.00,,U,,,LOTE NOVO SEM FILIACAO.,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,,"2021","-23,5133513","-46,3811736","0"
"RUA CRISTOVAO BENITEZ, 95,
SAO PAULO, SAO PAULO - BRASIL","192190450588000012","192","190","4505","00","0012",IT,IPA,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"9",,L,"16402","2016",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",305.00,127.00,RUA CRISTOVAO BENITEZ,"95",,0.00,0.00,,U,,,LOTE NOVO SEM FILIACAO.,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,,"2021","-23,5131894","-46,3812035","0"
"RUA CRISTOVAO BENITEZ, 96,
SAO PAULO, SAO PAULO - BRASIL","192190450588000013","192","190","4505","00","0013",IT,IPA,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"9",,L,"16402","2016",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",102.00,127.00,RUA CRISTOVAO BENITEZ,"96",,0.00,0.00,,U,,,LOTE NOVO SEM FILIACAO.,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,,"2021","-23,5133457","-46,3810645","0"
"RUA CRISTOVAO BENITEZ, 97,
SAO PAULO, SAO PAULO - BRASIL","192190450588000014","192","190","4505","00","0014",IT,IPA,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"9",,L,"16402","2016",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",99.00,124.00,RUA CRISTOVAO BENITEZ,"97",,0.00,0.00,,U,,,LOTE NOVO SEM FILIACAO.,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,,"2021","-23,5132408","-46,3810178","0"
"RUA CRISTOVAO BENITEZ, 98,
SAO PAULO, SAO PAULO - BRASIL","192190450588000015","192","190","4505","00","0015",IT,IPA,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"9",,L,"16402","2016",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",100.00,125.00,RUA CRISTOVAO BENITEZ,"98",,0.00,0.00,,U,,,LOTE NOVO SEM FILIACAO.,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,,"2021","-23,5132485","-46,3810203","0"
"RUA CRISTOVAO BENITEZ, 99,
SAO PAULO, SAO PAULO - BRASIL","192190450588000016","192","190","4505","00","0016",IT,IPA,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"9",,L,"16402","2016",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",200.00,125.00,RUA CRISTOVAO BENITEZ,"99",,0.00,0.00,,U,,,LOTE NOVO SEM FILIACAO.,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,,"2021","-23,5132252","-46,3809051","0"
"RUA CRISTOVAO BENITEZ, 100,
SAO PAULO, SAO PAULO - BRASIL","192190450588000017","192","190","4505","00","0017",IT,IPA,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"9",,L,"16402","2016",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",102.00,128.00,RUA CRISTOVAO BENITEZ,"100",,0.00,0.00,,U,,,LOTE NOVO SEM FILIACAO.,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,,"2021","-23,513007","-46,3808379","0"
"RUA CRISTOVAO BENITEZ, 101,
SAO PAULO, SAO PAULO - BRASIL","192190450588000018","192","190","4505","00","0018",IT,IPA,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"9",,L,"16402","2016",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",179.00,128.00,RUA CRISTOVAO BENITEZ,"101",,0.00,0.00,,U,,,LOTE NOVO SEM FILIACAO.,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,,"2021","-23,513007","-46,3808379","0"
"RUA CRISTOVAO BENITEZ, 102,
SAO PAULO, SAO PAULO - BRASIL","192190450588000019","192","190","4505","00","0019",IT,IPA,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"9",,L,"16402","2016",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",205.00,128.00,RUA CRISTOVAO BENITEZ,"102",,0.00,0.00,,U,,,LOTE NOVO SEM FILIACAO.,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,,"2021","-23,513007","-46,3808379","0"
"RUA CRISTOVAO BENITEZ, 103,
SAO PAULO, SAO PAULO - BRASIL","192190450588000020","192","190","4505","00","0020",IT,IPA,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"9",,L,"16402","2016",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",208.00,130.00,RUA CRISTOVAO BENITEZ,"103",,0.00,0.00,,U,,,LOTE NOVO SEM FILIACAO.,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,,"2021","-23,5131177","-46,3807832","0"
"RUA CRISTOVAO BENITEZ, 104,
SAO PAULO, SAO PAULO - BRASIL","192190450588000021","192","190","4505","00","0021",IT,IPA,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"9",,L,"16402","2016",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",100.00,125.00,RUA CRISTOVAO BENITEZ,"104",,0.00,0.00,,U,,,LOTE NOVO SEM FILIACAO.,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,,"2021","-23,5130817","-46,3807689","0"
"RUA CRISTOVAO BENITEZ, 105,
SAO PAULO, SAO PAULO - BRASIL","192190450588000022","192","190","4505","00","0022",IT,IPA,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"9",,L,"16402","2016",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",203.00,127.00,RUA CRISTOVAO BENITEZ,"105",,0.00,0.00,,U,,,LOTE NOVO SEM FILIACAO.,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,,"2021","-23,5130665","-46,3806895","0"
"RUA CRISTOVAO BENITEZ, 106,
SAO PAULO, SAO PAULO - BRASIL","192190450588000023","192","190","4505","00","0023",IT,IPA,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"9",,L,"16402","2016",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",102.00,127.00,RUA CRISTOVAO BENITEZ,"106",,0.00,0.00,,U,,,LOTE NOVO SEM FILIACAO.,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,,"2021","-23,5130348","-46,380652","0"
"RUA CRISTOVAO BENITEZ, 107,
SAO PAULO, SAO PAULO - BRASIL","192190450588000024","192","190","4505","00","0024",IT,IPA,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"9",,L,"16402","2016",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",211.00,132.00,RUA CRISTOVAO BENITEZ,"107",,0.00,0.00,,U,,,LOTE NOVO SEM FILIACAO.,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,,"2021","-23,5129498","-46,380656","0"
"RUA CRISTOVAO BENITEZ, 108,
SAO PAULO, SAO PAULO - BRASIL","192190450588000025","192","190","4505","00","0025",IT,IPA,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"9",,L,"16402","2016",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",200.00,125.00,RUA CRISTOVAO BENITEZ,"108",,0.00,0.00,,U,,,LOTE NOVO SEM FILIACAO.,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,,"2021","-23,51293","-46,3806635","0"
"RUA CRISTOVAO BENITEZ, 109,
SAO PAULO, SAO PAULO - BRASIL","192190450588000026","192","190","4505","00","0026",IT,IPA,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"9",,L,"16402","2016",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",102.00,127.00,RUA CRISTOVAO BENITEZ,"109",,0.00,0.00,,U,,,LOTE NOVO SEM FILIACAO.,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,,"2021","-23,512959","-46,3805676","0"
"RUA CRISTOVAO BENITEZ, 110,
SAO PAULO, SAO PAULO - BRASIL","192190450588000027","192","190","4505","00","0027",IT,IPA,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"9",,L,"16402","2016",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",203.00,127.00,RUA CRISTOVAO BENITEZ,"110",,0.00,0.00,,U,,,LOTE NOVO SEM FILIACAO.,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,,"2021","-23,5128953","-46,3805531","0"
"RUA CRISTOVAO BENITEZ, 111,
SAO PAULO, SAO PAULO - BRASIL","192190450588000028","192","190","4505","00","0028",IT,IPA,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"9",,L,"16402","2016",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",102.00,127.00,RUA CRISTOVAO BENITEZ,"111",,0.00,0.00,,U,,,LOTE NOVO SEM FILIACAO.,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,,"2021","-23,5128375","-46,3805232","0"
"RUA CRISTOVAO BENITEZ, 112,
SAO PAULO, SAO PAULO - BRASIL","192190450588000029","192","190","4505","00","0029",IT,IPA,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"9",,L,"16402","2016",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",101.00,126.00,RUA CRISTOVAO BENITEZ,"112",,0.00,0.00,,U,,,LOTE NOVO SEM FILIACAO.,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,,"2021","-23,5127712","-46,3805182","0"
"RUA CRISTOVAO BENITEZ, 113,
SAO PAULO, SAO PAULO - BRASIL","192190450588000030","192","190","4505","00","0030",IT,IPA,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"9",,L,"16402","2016",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",100.00,125.00,RUA CRISTOVAO BENITEZ,"113",,0.00,0.00,,U,,,LOTE NOVO SEM FILIACAO.,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,,"2021","-23,5127812","-46,3804353","0"
"RUA CRISTOVAO BENITEZ, 273,
SAO PAULO, SAO PAULO - BRASIL","192190450588000031","192","190","4505","00","0031",IT,IPA,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"9",,L,"16402","2016",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",154.00,128.00,RUA CRISTOVAO BENITEZ,"273",,0.00,0.00,,U,,,LOTE NOVO SEM FILIACAO.,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,,"2021","-23,5120345","-46,3809772","0"
"RUA CRISTOVAO BENITEZ, 115,
SAO PAULO, SAO PAULO - BRASIL","192190450588000032","192","190","4505","00","0032",IT,IPA,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"9",,L,"16402","2016",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",157.00,196.00,RUA CRISTOVAO BENITEZ,"115",,0.00,0.00,,U,,,LOTE NOVO SEM FILIACAO.,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,,"2021","-23,5127536","-46,3803258","0"
"RUA CRISTOVAO BENITEZ, 116,
SAO PAULO, SAO PAULO - BRASIL","192190450588000033","192","190","4505","00","0033",IT,IPA,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"9",,L,"16402","2016",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",216.00,540.00,RUA CRISTOVAO BENITEZ,"116",,0.00,0.00,,U,,,LOTE NOVO SEM FILIACAO.,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,,"2021","-23,5127083","-46,3802227","0"
"RUA GAETANO LATILLO, 57,
SAO PAULO, SAO PAULO - BRASIL","192191450618000001","192","191","4506","00","0001",IT,IPA,"2",S,S,ZEIS-1,"0",,,"0","0",S,QA,"9",,L,"16402","2016",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",91.00,227.00,RUA GAETANO LATILLO,"57",,0.00,0.00,,U,,,LOTE NOVO SEM FILIACAO.,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,,"2021","-23,5124432","-46,3812232","0"
"RUA GAETANO LATILLO, 58,
SAO PAULO, SAO PAULO - BRASIL","192191450618000002","192","191","4506","00","0002",IT,IPA,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"9",,L,"16402","2016",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",50.00,126.00,RUA GAETANO LATILLO,"58",,0.00,0.00,,U,,,LOTE NOVO SEM FILIACAO.,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,,"2021","-23,5124522","-46,3810852","0"
"RUA GAETANO LATILLO, 59,
SAO PAULO, SAO PAULO - BRASIL","192191450618000003","192","191","4506","00","0003",IT,IPA,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"9",,L,"16402","2016",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",50.00,126.00,RUA GAETANO LATILLO,"59",,0.00,0.00,,U,,,LOTE NOVO SEM FILIACAO.,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,,"2021","-23,5125494","-46,3810269","0"
"RUA GAETANO LATILLO, 60,
SAO PAULO, SAO PAULO - BRASIL","192191450618000004","192","191","4506","00","0004",IT,IPA,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"9",,L,"16402","2016",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",99.00,124.00,RUA GAETANO LATILLO,"60",,0.00,0.00,,U,,,LOTE NOVO SEM FILIACAO.,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,,"2021","-23,5125721","-46,3811809","0"
"RUA GAETANO LATILLO, 61,
SAO PAULO, SAO PAULO - BRASIL","192191450618000005","192","191","4506","00","0005",IT,IPA,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"9",,L,"16402","2016",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",104.00,130.00,RUA GAETANO LATILLO,"61",,0.00,0.00,,U,,,LOTE NOVO SEM FILIACAO.,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,,"2021","-23,5126435","-46,3810756","0"
"RUA GAETANO LATILLO, 62,
SAO PAULO, SAO PAULO - BRASIL","192191450618000006","192","191","4506","00","0006",IT,IPA,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"9",,L,"16402","2016",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",100.00,125.00,RUA GAETANO LATILLO,"62",,0.00,0.00,,U,,,LOTE NOVO SEM FILIACAO.,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,,"2021","-23,5126496","-46,3810699","0"
"RUA GAETANO LATILLO, 63,
SAO PAULO, SAO PAULO - BRASIL","192191450618000007","192","191","4506","00","0007",IT,IPA,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"9",,L,"16402","2016",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",205.00,128.00,RUA GAETANO LATILLO,"63",,0.00,0.00,,U,,,LOTE NOVO SEM FILIACAO.,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,,"2021","-23,5126336","-46,3808956","0"
"RUA GAETANO LATILLO, 64,
SAO PAULO, SAO PAULO - BRASIL","192191450618000008","192","191","4506","00","0008",IT,IPA,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"9",,L,"16402","2016",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",98.00,122.00,RUA GAETANO LATILLO,"64",,0.00,0.00,,U,,,LOTE NOVO SEM FILIACAO.,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,,"2021","-23,5130138","-46,3809723","0"
"RUA GAETANO LATILLO, 65,
SAO PAULO, SAO PAULO - BRASIL","192191450618000009","192","191","4506","00","0009",IT,IPA,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"9",,L,"16402","2016",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",100.00,125.00,RUA GAETANO LATILLO,"65",,0.00,0.00,,U,,,LOTE NOVO SEM FILIACAO.,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,,"2021","-23,5127587","-46,3809379","0"
"RUA GAETANO LATILLO, 66,
SAO PAULO, SAO PAULO - BRASIL","192191450618000010","192","191","4506","00","0010",IT,IPA,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"9",,L,"16402","2016",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",98.00,123.00,RUA GAETANO LATILLO,"66",,0.00,0.00,,U,,,LOTE NOVO SEM FILIACAO.,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,,"2021","-23,5127492","-46,3809467","0"
"RUA GAETANO LATILLO, 67,
SAO PAULO, SAO PAULO - BRASIL","192191450618000011","192","191","4506","00","0011",IT,IPA,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"9",,L,"16402","2016",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",102.00,128.00,RUA GAETANO LATILLO,"67",,0.00,0.00,,U,,,LOTE NOVO SEM FILIACAO.,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,,"2021","-23,512769","-46,3808227","0"
"RUA GAETANO LATILLO, 68,
SAO PAULO, SAO PAULO - BRASIL","192191450618000012","192","191","4506","00","0012",IT,IPA,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"9",,L,"16402","2016",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",101.00,126.00,RUA GAETANO LATILLO,"68",,0.00,0.00,,U,,,LOTE NOVO SEM FILIACAO.,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,,"2021","-23,5130308","-46,3809571","0"
"RUA GAETANO LATILLO, 69,
SAO PAULO, SAO PAULO - BRASIL","192191450618000013","192","191","4506","00","0013",IT,IPA,"2",S,S,ZEIS-1,"0",,,"0","0",S,QA,"9",,L,"16402","2016",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",120.00,150.00,RUA GAETANO LATILLO,"69",,0.00,0.00,,U,,,LOTE NOVO SEM FILIACAO.,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,,"2021","-23,5128135","-46,3807563","0"
"RUA CRISTOVAO BENITEZ, 70,
SAO PAULO, SAO PAULO - BRASIL","192191450588000014","192","191","4505","00","0014",IT,IPA,"2",S,S,ZEIS-1,"0",,,"0","0",S,QA,"9",,L,"16402","2016",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",213.00,266.00,RUA CRISTOVAO BENITEZ,"70",,0.00,0.00,,U,,,LOTE NOVO SEM FILIACAO.,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,,"2021","-23,5122605","-46,3810946","0"
"RUA CRISTOVAO BENITEZ, 71,
SAO PAULO, SAO PAULO - BRASIL","192191450588000015","192","191","4505","00","0015",IT,IPA,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"9",,L,"16402","2016",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",205.00,128.00,RUA CRISTOVAO BENITEZ,"71",,0.00,0.00,,U,,,LOTE NOVO SEM FILIACAO.,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,,"2021","-23,5133869","-46,3813263","0"
"RUA CRISTOVAO BENITEZ, 72,
SAO PAULO, SAO PAULO - BRASIL","192191450588000016","192","191","4505","00","0016",IT,IPA,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"9",,L,"16402","2016",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",104.00,130.00,RUA CRISTOVAO BENITEZ,"72",,0.00,0.00,,U,,,LOTE NOVO SEM FILIACAO.,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,,"2021","-23,5122426","-46,3808304","0"
"RUA CRISTOVAO BENITEZ, 73,
SAO PAULO, SAO PAULO - BRASIL","192191450588000017","192","191","4505","00","0017",IT,IPA,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"9",,L,"16402","2016",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",208.00,130.00,RUA CRISTOVAO BENITEZ,"73",,0.00,0.00,,U,,,LOTE NOVO SEM FILIACAO.,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,,"2021","-23,5122181","-46,380844","0"
"RUA CRISTOVAO BENITEZ, 74,
SAO PAULO, SAO PAULO - BRASIL","192191450588000018","192","191","4505","00","0018",IT,IPA,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"9",,L,"16402","2016",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",286.00,119.00,RUA CRISTOVAO BENITEZ,"74",,0.00,0.00,,U,,,LOTE NOVO SEM FILIACAO.,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,,"2021","-23,5122439","-46,3808291","0"
"RUA CRISTOVAO BENITEZ, 75,
SAO PAULO, SAO PAULO - BRASIL","192191450588000019","192","191","4505","00","0019",IT,IPA,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"9",,L,"16402","2016",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",205.00,128.00,RUA CRISTOVAO BENITEZ,"75",,0.00,0.00,,U,,,LOTE NOVO SEM FILIACAO.,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,,"2021","-23,5133835","-46,3813219","0"
"RUA CRISTOVAO BENITEZ, 76,
SAO PAULO, SAO PAULO - BRASIL","192191450588000020","192","191","4505","00","0020",IT,IPA,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"9",,L,"16402","2016",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",203.00,127.00,RUA CRISTOVAO BENITEZ,"76",,0.00,0.00,,U,,,LOTE NOVO SEM FILIACAO.,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,,"2021","-23,5123868","-46,3808977","0"
"RUA CRISTOVAO BENITEZ, 77,
SAO PAULO, SAO PAULO - BRASIL","192191450588000021","192","191","4505","00","0021",IT,IPA,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"9",,L,"16402","2016",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",108.00,135.00,RUA CRISTOVAO BENITEZ,"77",,0.00,0.00,,U,,,LOTE NOVO SEM FILIACAO.,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,,"2021","-23,512507","-46,3807456","0"
